Claim_ID,Customer_ID,Policy_Number,Age,Gender,Region,Policy_Type,Premium_Amount,Coverage_Amount,Claim_Amount,Claim_Type,Credit_Score,Fraud_Risk_Score,Fraud_Flag,Claim_Status,Settlement_Amount
CLM010501,CUST018322,POL0358209,31,Female,South,Life,1026.61,79831.75,29671.98,Medical,438,96.71,Yes,Under Review,15476.69
CLM010502,CUST001651,POL0151862,29,Male,North,Home,2211.4,17641.66,34275.96,Medical,799,54.36,No,Approved,24075.97
CLM010503,CUST003258,POL0897389,64,Male,East,Auto,2644.68,62331.65,1870.7,Theft,458,46.87,No,Approved,1728.65
CLM010504,CUST009269,POL0575863,64,Female,South,Life,4591.61,33546.92,12276.36,Theft,601,19.81,No,Rejected,6552.24
CLM010505,CUST014438,POL0339568,18,Female,South,Home,1217.75,66300.75,30485.62,Accident,497,13.17,No,Approved,28316.6
CLM010506,CUST005099,POL0388462,20,Female,South,Health,1374.71,56654.76,14667.34,Accident,604,53.15,No,Approved,11675.7
CLM010507,CUST002401,POL0281418,62,Male,South,Health,987.1,75664.84,15402.39,Property,638,50.42,No,Approved,10695.17
CLM010508,CUST000854,POL0105139,76,Male,North,Life,495.66,84680.78,29920.25,Property,306,44.71,No,Approved,26756.15
CLM010509,CUST005241,POL0216946,19,Female,West,Life,4721.84,56782.68,43866.6,Theft,348,11.14,No,Approved,32024.35
CLM010510,CUST016518,POL0058768,32,Male,North,Life,2306.16,87384.22,25488.15,Accident,611,25.82,No,Approved,18483.99
CLM010511,CUST008132,POL0094908,78,Male,South,Auto,3537.56,60889.0,23238.96,Accident,586,20.77,No,Approved,12456.54
CLM010512,CUST008644,POL0595902,65,Female,South,Auto,4432.03,77606.75,36035.67,Accident,823,97.61,Yes,Under Review,20121.74
CLM010513,CUST008180,POL0747711,32,Female,South,Life,1149.47,62233.12,31941.19,Medical,748,67.2,No,Approved,30228.19
CLM010514,CUST012029,POL0854017,28,Male,East,Auto,4650.93,65058.14,7211.9,Medical,713,56.67,No,Approved,5812.96
CLM010515,CUST004863,POL0072187,35,Female,North,Health,2180.7,34751.4,17274.1,Theft,670,74.57,No,Approved,13351.43
CLM010516,CUST004092,POL0725305,56,Female,West,Life,4057.57,8076.05,10230.46,Accident,427,93.91,Yes,Under Review,8919.33
CLM010517,CUST008389,POL0012312,44,Male,North,Life,2935.79,30893.6,47402.37,Accident,607,46.5,No,Approved,36375.81
CLM010518,CUST015354,POL0165845,70,Male,South,Health,1280.99,77935.1,45369.22,Medical,753,49.34,No,Approved,35757.5
CLM010519,CUST006992,POL0739098,49,Female,West,Auto,4507.89,8437.66,11526.87,Theft,572,3.25,No,Approved,10373.79
CLM010520,CUST001543,POL0222834,45,Male,East,Home,548.77,18734.48,22024.88,Theft,755,77.97,Yes,Under Review,16307.21
CLM010521,CUST018513,POL0596375,77,Male,North,Home,3286.77,57705.56,2702.89,Property,657,26.11,No,Rejected,2227.7
CLM010522,CUST005089,POL0429892,79,Female,North,Life,519.69,89690.66,27407.77,Property,709,8.31,No,Approved,23394.94
CLM010523,CUST004458,POL0789956,63,Female,East,Health,4309.72,52904.84,14029.48,Theft,573,13.21,No,Approved,8364.71
CLM010524,CUST008928,POL0438613,41,Female,West,Auto,4824.76,53449.29,44744.19,Property,612,81.03,Yes,Under Review,37912.48
CLM010525,CUST017347,POL0691893,24,Male,North,Home,730.2,21751.36,15201.48,Accident,483,24.07,No,Rejected,9586.02
CLM010526,CUST010561,POL0355814,58,Male,East,Auto,2950.41,84884.3,47352.86,Accident,652,89.8,Yes,Under Review,37743.09
CLM010527,CUST012925,POL0691259,19,Male,South,Home,525.41,49720.37,22249.92,Accident,470,96.72,Yes,Under Review,20845.63
CLM010528,CUST002816,POL0826919,72,Male,South,Home,4240.19,40825.84,11295.61,Medical,637,75.74,Yes,Under Review,8362.55
CLM010529,CUST010850,POL0447313,18,Female,South,Health,4916.65,28113.3,8137.97,Medical,491,38.13,No,Rejected,5036.55
CLM010530,CUST018652,POL0494969,52,Female,South,Life,3123.61,88248.61,34217.75,Medical,751,84.16,Yes,Under Review,21650.15
CLM010531,CUST017099,POL0023752,38,Male,East,Life,4136.2,61874.74,12873.18,Accident,477,32.52,No,Approved,8941.9
CLM010532,CUST014615,POL0447798,30,Male,West,Auto,3850.95,37837.42,1948.61,Medical,332,4.82,No,Approved,1370.54
CLM010533,CUST005304,POL0758509,62,Female,North,Home,3203.31,69076.22,14152.65,Theft,761,18.26,No,Approved,8490.2
CLM010534,CUST000976,POL0206958,59,Male,West,Health,341.45,53752.94,48826.5,Theft,514,10.2,No,Approved,35697.27
CLM010535,CUST012575,POL0142977,65,Male,East,Auto,2619.92,73124.4,41006.43,Property,344,57.34,No,Approved,24311.73
CLM010536,CUST015326,POL0673860,28,Male,South,Health,2269.1,41974.53,18329.04,Property,380,98.41,Yes,Under Review,17386.64
CLM010537,CUST004694,POL0159668,65,Male,South,Home,4369.8,20944.05,45100.48,Property,498,65.8,No,Approved,22798.04
CLM010538,CUST010567,POL0713487,52,Male,North,Home,4409.79,98126.46,39642.93,Medical,339,57.34,No,Approved,23826.22
CLM010539,CUST001460,POL0218375,63,Female,West,Home,828.05,26060.27,10960.51,Medical,340,5.88,No,Approved,5756.96
CLM010540,CUST012994,POL0069355,69,Female,East,Life,3201.34,37905.9,26238.34,Property,827,27.92,No,Approved,24857.11
CLM010541,CUST017573,POL0032394,51,Male,West,Home,1976.68,8605.83,45527.11,Property,497,97.6,Yes,Under Review,29067.22
CLM010542,CUST010498,POL0385682,21,Male,East,Health,1874.3,59227.72,25062.74,Theft,410,32.04,No,Approved,16442.46
CLM010543,CUST012637,POL0258410,69,Male,South,Auto,717.4,24702.55,22846.46,Theft,497,64.59,No,Approved,13588.4
CLM010544,CUST000393,POL0140417,60,Female,West,Home,1167.47,74406.53,46665.46,Medical,454,18.17,No,Rejected,39814.08
CLM010545,CUST016208,POL0712954,20,Female,East,Health,1089.88,37158.93,41043.55,Medical,758,22.45,No,Approved,27040.69
CLM010546,CUST016824,POL0639206,60,Female,East,Health,3045.97,62699.25,4096.14,Accident,487,14.23,No,Approved,2118.51
CLM010547,CUST007102,POL0761215,58,Female,East,Auto,265.87,33507.73,46712.47,Medical,559,3.39,No,Approved,34828.1
CLM010548,CUST015489,POL0708583,18,Female,West,Life,4279.98,84801.61,40416.67,Medical,473,87.75,Yes,Under Review,27323.08
CLM010549,CUST002111,POL0388234,28,Male,South,Auto,4723.63,28210.38,37109.89,Property,757,13.22,No,Approved,35073.21
CLM010550,CUST017666,POL0343314,70,Male,South,Home,299.38,66437.86,46685.37,Medical,464,33.14,No,Approved,31432.94
CLM010551,CUST004983,POL0138856,20,Male,West,Life,1065.37,68461.01,38730.19,Accident,708,15.71,No,Approved,25282.24
CLM010552,CUST015811,POL0460740,48,Male,South,Auto,3303.81,88012.14,21646.04,Theft,799,27.28,No,Approved,18304.25
CLM010553,CUST016352,POL0266979,70,Male,North,Auto,940.89,14012.7,42261.86,Property,761,61.27,No,Approved,22485.24
CLM010554,CUST000206,POL0553395,34,Female,West,Health,3398.1,28915.58,30859.84,Accident,603,53.92,No,Approved,23236.26
CLM010555,CUST005129,POL0663146,47,Female,South,Home,715.63,76309.91,36518.95,Accident,648,71.2,No,Approved,35685.59
CLM010556,CUST002149,POL0409583,46,Female,East,Life,1288.7,48439.32,44559.32,Accident,464,45.11,No,Approved,27320.19
CLM010557,CUST014403,POL0259697,53,Female,East,Auto,3966.67,82905.9,8113.55,Accident,662,16.65,No,Approved,5625.07
CLM010558,CUST012050,POL0470385,43,Female,East,Health,4342.34,93456.66,49375.09,Property,750,3.87,No,Approved,44466.4
CLM010559,CUST017778,POL0173673,62,Male,North,Health,4471.92,72796.63,17667.85,Theft,545,58.16,No,Approved,11102.03
CLM010560,CUST007553,POL0099112,39,Female,North,Life,2139.85,64470.32,46521.95,Medical,553,29.23,No,Approved,39063.16
CLM010561,CUST006869,POL0182934,75,Male,North,Home,3302.83,99869.7,29384.41,Property,621,75.26,Yes,Under Review,14992.64
CLM010562,CUST010911,POL0566651,69,Male,South,Life,4191.46,11099.99,17280.71,Property,425,16.36,No,Approved,16180.92
CLM010563,CUST002254,POL0427180,38,Male,East,Auto,3426.99,46205.08,5115.26,Medical,640,78.46,Yes,Under Review,4843.09
CLM010564,CUST008230,POL0525229,31,Male,North,Health,4280.97,15846.13,4303.87,Accident,456,16.07,No,Rejected,2924.5
CLM010565,CUST003545,POL0071541,79,Male,East,Health,1547.02,20176.22,4775.33,Theft,724,90.16,Yes,Under Review,3251.04
CLM010566,CUST005938,POL0595198,20,Male,North,Home,3420.45,87334.23,22121.62,Property,389,51.1,No,Rejected,16017.5
CLM010567,CUST000324,POL0328018,75,Female,West,Health,822.55,82079.91,5347.77,Accident,342,25.89,No,Approved,3091.58
CLM010568,CUST003841,POL0110523,78,Female,West,Auto,3093.08,25314.19,46225.01,Property,394,38.01,No,Approved,43421.03
CLM010569,CUST001516,POL0768200,66,Male,North,Life,2442.25,15340.13,21568.41,Theft,516,35.77,No,Approved,18621.77
CLM010570,CUST003634,POL0315436,58,Male,East,Auto,2131.33,50964.01,46855.11,Accident,742,92.16,Yes,Under Review,42650.3
CLM010571,CUST012699,POL0243323,75,Female,North,Life,1291.13,6356.08,7458.73,Medical,611,99.0,Yes,Under Review,7045.39
CLM010572,CUST003617,POL0803494,18,Male,South,Home,3952.18,12727.4,9232.88,Medical,564,76.72,Yes,Under Review,8870.15
CLM010573,CUST004410,POL0659644,61,Male,West,Life,3581.12,72000.19,16085.64,Medical,491,78.93,Yes,Under Review,14424.69
CLM010574,CUST002235,POL0698857,28,Female,East,Life,1121.57,34876.33,35768.03,Medical,809,12.69,No,Approved,26516.23
CLM010575,CUST006900,POL0541509,34,Male,East,Health,4207.92,14613.7,7609.45,Medical,803,65.55,No,Rejected,5247.54
CLM010576,CUST010763,POL0019278,35,Male,North,Health,4200.22,82311.69,9005.37,Accident,423,98.2,Yes,Under Review,7422.66
CLM010577,CUST004267,POL0512182,25,Male,North,Auto,2573.38,16509.03,40534.83,Theft,791,68.59,No,Rejected,36667.87
CLM010578,CUST012602,POL0022030,50,Female,East,Home,1704.92,87253.0,10422.38,Theft,690,17.25,No,Approved,8539.09
CLM010579,CUST000389,POL0712949,79,Female,North,Home,522.43,78988.41,37091.3,Property,369,90.62,Yes,Under Review,29111.52
CLM010580,CUST010506,POL0120534,51,Male,South,Life,2968.6,46952.9,31159.19,Medical,538,95.75,Yes,Under Review,28631.83
CLM010581,CUST006099,POL0321486,46,Male,East,Health,3369.65,13046.25,14472.65,Accident,838,0.33,No,Rejected,11368.1
CLM010582,CUST010746,POL0316378,23,Male,West,Life,1221.81,98684.76,34922.73,Accident,486,53.9,No,Approved,18630.85
CLM010583,CUST000754,POL0741836,22,Male,South,Life,4027.85,91981.09,5868.26,Property,721,26.92,No,Approved,3553.7
CLM010584,CUST008803,POL0716263,48,Female,South,Home,3035.13,81526.0,33359.56,Property,702,46.21,No,Rejected,22746.94
CLM010585,CUST018395,POL0595104,38,Female,North,Life,3088.39,69339.86,6962.19,Medical,519,68.93,No,Approved,6020.81
CLM010586,CUST017486,POL0867862,43,Female,West,Life,299.61,70448.56,48460.48,Property,822,53.32,No,Approved,46092.19
CLM010587,CUST011446,POL0809302,40,Female,East,Auto,1781.94,48718.06,44170.77,Medical,503,37.15,No,Approved,35736.29
CLM010588,CUST000885,POL0758413,69,Female,North,Health,2237.5,64854.44,29895.6,Medical,615,75.66,Yes,Under Review,17029.1
CLM010589,CUST019563,POL0246512,30,Male,East,Life,1960.83,48082.7,9467.2,Accident,443,13.73,No,Approved,7167.88
CLM010590,CUST010187,POL0458477,50,Female,East,Auto,1276.98,66051.1,31195.85,Accident,516,30.47,No,Approved,21073.9
CLM010591,CUST015072,POL0504476,72,Female,North,Health,3305.8,72192.19,29618.53,Theft,364,23.06,No,Approved,15372.12
CLM010592,CUST008840,POL0574784,31,Female,South,Life,649.64,61472.88,33224.8,Medical,386,8.19,No,Approved,23565.54
CLM010593,CUST019794,POL0627432,59,Male,East,Life,311.59,78156.0,13245.03,Property,424,32.99,No,Approved,11383.15
CLM010594,CUST014616,POL0363700,20,Female,South,Auto,3658.47,85156.67,30350.72,Property,408,59.58,No,Approved,17277.13
CLM010595,CUST001348,POL0441553,31,Male,West,Auto,1194.71,16755.7,10012.25,Theft,371,19.28,No,Approved,6340.88
CLM010596,CUST000149,POL0741078,44,Male,North,Health,4737.13,23490.29,20636.12,Property,708,80.36,Yes,Under Review,17616.54
CLM010597,CUST006844,POL0173847,77,Female,South,Auto,2952.32,7003.02,27952.03,Theft,693,74.26,No,Approved,20465.83
CLM010598,CUST010343,POL0158443,22,Male,North,Auto,4469.48,57905.28,19137.93,Theft,775,61.08,No,Rejected,9881.21
CLM010599,CUST001000,POL0270499,45,Male,South,Health,3160.28,80656.47,23046.5,Medical,767,39.74,No,Approved,14749.09
CLM010600,CUST008605,POL0318888,23,Male,East,Health,273.09,76495.99,11556.79,Medical,390,48.7,No,Approved,9268.84
CLM010601,CUST016364,POL0313086,27,Male,West,Life,461.84,9583.43,31031.7,Property,816,46.38,No,Approved,20481.5
CLM010602,CUST010058,POL0813562,79,Female,West,Health,715.08,64127.78,39281.69,Property,666,13.64,No,Approved,27879.27
CLM010603,CUST004294,POL0266199,28,Female,North,Health,3068.18,31746.05,38082.06,Accident,712,11.12,No,Approved,21620.55
CLM010604,CUST002305,POL0159014,35,Female,South,Auto,2266.21,28595.02,40795.34,Accident,312,6.67,No,Approved,35700.6
CLM010605,CUST004590,POL0709973,65,Female,South,Home,2926.33,31212.16,18127.86,Medical,664,47.79,No,Approved,16887.76
CLM010606,CUST011302,POL0303017,67,Female,West,Life,4127.17,88770.21,28911.22,Theft,526,71.17,No,Approved,23570.58
CLM010607,CUST014434,POL0839155,53,Female,South,Auto,1705.49,46836.67,49056.39,Theft,812,55.45,No,Approved,28864.21
CLM010608,CUST013780,POL0237352,34,Male,East,Life,3162.27,89753.07,37962.33,Property,752,94.34,Yes,Under Review,34590.7
CLM010609,CUST005647,POL0283277,53,Female,East,Life,2346.02,61708.35,9486.33,Theft,746,21.54,No,Approved,8196.14
CLM010610,CUST008302,POL0055537,56,Female,West,Auto,998.08,17741.51,36398.72,Accident,757,32.13,No,Approved,35574.84
CLM010611,CUST007060,POL0177350,64,Male,North,Home,3863.89,24681.69,19762.45,Accident,517,61.45,No,Approved,16781.88
CLM010612,CUST016366,POL0621674,54,Male,East,Home,4816.46,65992.96,11802.42,Property,582,52.73,No,Rejected,9284.24
CLM010613,CUST015023,POL0507464,20,Female,South,Life,1013.02,70181.83,44775.59,Property,637,75.5,Yes,Under Review,33674.44
CLM010614,CUST004939,POL0425124,30,Female,South,Health,3929.53,21409.02,29032.85,Theft,572,4.03,No,Rejected,15983.91
CLM010615,CUST013008,POL0396996,22,Female,North,Home,4397.72,84902.28,11650.44,Theft,428,92.13,Yes,Under Review,10588.16
CLM010616,CUST017573,POL0134738,44,Male,North,Health,3938.65,80703.58,10933.73,Medical,796,87.67,Yes,Under Review,9585.72
CLM010617,CUST016157,POL0354358,36,Female,North,Home,3094.56,70166.16,48250.57,Theft,552,92.81,Yes,Under Review,43915.84
CLM010618,CUST015916,POL0840331,41,Female,East,Health,3392.29,12745.16,39932.39,Accident,704,30.66,No,Approved,34848.23
CLM010619,CUST018624,POL0533872,57,Male,North,Life,2643.9,86422.99,9803.7,Theft,646,49.15,No,Approved,6998.34
CLM010620,CUST012317,POL0829700,18,Female,North,Auto,3012.92,29129.51,38525.18,Medical,359,42.11,No,Approved,29109.29
CLM010621,CUST005415,POL0525282,71,Male,South,Auto,1378.21,37427.35,36667.24,Accident,742,56.41,No,Approved,22265.66
CLM010622,CUST000345,POL0601056,24,Male,East,Home,2471.92,40292.82,35030.74,Property,754,40.81,No,Approved,21941.14
CLM010623,CUST011337,POL0877487,68,Male,West,Home,3311.11,20245.42,15180.09,Medical,807,0.52,No,Approved,8926.52
CLM010624,CUST004418,POL0435759,40,Male,East,Auto,516.98,59713.83,27673.21,Property,649,4.89,No,Approved,26877.13
CLM010625,CUST001585,POL0865257,32,Female,North,Health,4363.33,73110.38,3582.29,Property,649,38.82,No,Approved,2090.33
CLM010626,CUST006096,POL0327202,42,Male,East,Health,961.97,85577.29,5721.68,Accident,433,37.41,No,Approved,3089.45
CLM010627,CUST006825,POL0216425,49,Male,North,Life,1069.5,49993.03,41161.7,Theft,845,82.5,Yes,Under Review,27375.5
CLM010628,CUST017022,POL0641246,34,Male,North,Health,966.24,98358.49,46500.73,Accident,334,30.44,No,Approved,36583.11
CLM010629,CUST013464,POL0017428,53,Female,North,Home,4332.12,25916.75,49357.74,Medical,322,96.83,Yes,Under Review,43385.39
CLM010630,CUST015977,POL0020505,38,Female,East,Home,4255.49,9844.32,27646.02,Accident,326,34.63,No,Rejected,22639.78
CLM010631,CUST003878,POL0004473,26,Female,South,Home,334.98,85351.22,30429.21,Medical,558,51.6,No,Approved,17023.98
CLM010632,CUST019487,POL0109027,73,Male,East,Auto,2124.26,19982.97,27902.88,Accident,672,62.61,No,Approved,18251.22
CLM010633,CUST019773,POL0608067,53,Female,East,Life,1667.12,48339.64,47206.52,Property,615,14.33,No,Approved,27764.39
CLM010634,CUST004143,POL0273201,77,Male,East,Health,4833.23,35554.8,38982.59,Accident,836,82.91,Yes,Under Review,29829.9
CLM010635,CUST010059,POL0014869,38,Female,East,Health,3543.08,48090.01,49044.07,Medical,365,44.69,No,Approved,29136.24
CLM010636,CUST002750,POL0306009,19,Female,North,Health,1546.43,82732.18,37999.15,Property,495,72.18,No,Approved,27528.06
CLM010637,CUST013015,POL0444553,75,Male,West,Auto,2654.1,66232.27,25021.19,Accident,413,45.79,No,Rejected,17198.79
CLM010638,CUST003862,POL0471984,67,Female,North,Life,3746.68,72207.55,39768.57,Property,305,77.81,Yes,Under Review,36052.85
CLM010639,CUST017818,POL0350673,72,Female,South,Health,4664.25,99947.83,22730.59,Property,326,96.57,Yes,Under Review,20888.43
CLM010640,CUST006067,POL0699946,28,Male,West,Health,3571.33,63603.02,36168.31,Property,649,4.23,No,Approved,22303.62
CLM010641,CUST014002,POL0410998,45,Female,West,Health,3309.53,50704.03,26632.29,Medical,448,25.52,No,Approved,25318.23
CLM010642,CUST017394,POL0859374,34,Female,North,Health,3496.35,82089.34,7454.37,Medical,544,77.0,Yes,Under Review,6827.42
CLM010643,CUST008473,POL0592226,73,Male,North,Auto,1228.68,30659.99,11644.36,Accident,307,43.71,No,Approved,9069.24
CLM010644,CUST019935,POL0619404,65,Male,East,Life,2121.54,52816.27,36909.06,Medical,659,64.66,No,Approved,18831.71
CLM010645,CUST005202,POL0598175,52,Male,East,Auto,2415.2,23864.22,37982.94,Property,495,60.0,No,Approved,21531.61
CLM010646,CUST002967,POL0272291,71,Female,West,Home,2672.77,18361.42,14416.73,Property,341,26.43,No,Approved,12702.99
CLM010647,CUST017901,POL0438269,32,Female,East,Life,2728.1,39391.71,27552.59,Theft,636,89.04,Yes,Under Review,22092.6
CLM010648,CUST018924,POL0140002,37,Male,North,Health,3813.59,38774.54,45785.71,Property,476,45.95,No,Approved,45193.21
CLM010649,CUST010546,POL0140788,74,Male,South,Life,4214.23,48497.28,28733.95,Medical,497,59.55,No,Approved,20663.98
CLM010650,CUST013652,POL0852617,69,Male,West,Auto,4960.56,33790.26,49494.99,Accident,555,82.6,Yes,Under Review,38528.06
CLM010651,CUST008759,POL0882738,32,Male,East,Home,1652.82,94803.12,23970.45,Property,421,8.36,No,Approved,19166.66
CLM010652,CUST016863,POL0596018,68,Female,West,Life,2724.26,49777.29,10620.71,Theft,678,84.67,Yes,Under Review,6125.99
CLM010653,CUST010929,POL0299205,53,Female,East,Life,887.04,21388.24,44607.09,Medical,615,46.94,No,Approved,27900.78
CLM010654,CUST014755,POL0142689,46,Female,North,Health,3557.88,43533.8,40634.72,Property,329,65.46,No,Approved,28928.8
CLM010655,CUST005716,POL0079537,67,Female,East,Home,2147.29,6875.06,16146.17,Property,315,89.37,Yes,Under Review,14953.41
CLM010656,CUST015334,POL0322799,46,Male,South,Life,1326.04,97344.54,18767.03,Medical,371,38.16,No,Approved,11670.1
CLM010657,CUST013765,POL0174965,56,Male,West,Health,3780.16,41319.88,35248.15,Theft,498,91.96,Yes,Under Review,22973.78
CLM010658,CUST016468,POL0603520,40,Male,West,Auto,2008.08,72229.61,5667.51,Accident,761,67.8,No,Rejected,2880.93
CLM010659,CUST004215,POL0210198,71,Female,South,Life,3503.16,27081.86,36662.38,Medical,692,28.21,No,Approved,24345.45
CLM010660,CUST004172,POL0092920,79,Female,East,Auto,2141.67,24146.38,31144.1,Medical,583,32.09,No,Approved,24645.92
CLM010661,CUST009492,POL0010102,33,Male,South,Auto,891.44,75973.66,15932.67,Accident,760,87.12,Yes,Under Review,10006.83
CLM010662,CUST017900,POL0575741,54,Male,West,Health,4552.31,78066.68,48747.31,Theft,419,72.12,No,Approved,27404.16
CLM010663,CUST018431,POL0196815,52,Male,South,Life,1561.89,93170.46,42499.35,Property,792,1.07,No,Approved,23225.86
CLM010664,CUST004316,POL0534712,53,Male,East,Life,2685.12,48932.44,12093.64,Medical,377,19.96,No,Approved,10990.89
CLM010665,CUST013958,POL0825865,78,Female,West,Life,2532.0,45287.12,43183.99,Property,546,84.64,Yes,Under Review,29964.51
CLM010666,CUST008458,POL0848680,40,Male,South,Health,2103.03,72171.27,22469.33,Property,833,11.07,No,Approved,15336.55
CLM010667,CUST006385,POL0372078,50,Male,East,Home,2742.97,31225.23,44272.49,Medical,326,55.86,No,Approved,28107.0
CLM010668,CUST016107,POL0823358,38,Female,West,Home,1219.13,28910.7,9688.83,Property,707,86.48,Yes,Under Review,7642.0
CLM010669,CUST011851,POL0675923,75,Male,West,Health,3425.21,28841.28,5020.16,Property,731,8.67,No,Rejected,4816.62
CLM010670,CUST019223,POL0450861,50,Female,North,Health,1989.98,89757.53,41932.73,Medical,332,7.01,No,Approved,35133.29
CLM010671,CUST017402,POL0433440,65,Female,East,Home,2949.49,29292.24,20521.09,Accident,346,97.07,Yes,Under Review,13554.15
CLM010672,CUST008111,POL0123220,65,Female,South,Health,1151.43,57922.08,23484.2,Accident,383,17.26,No,Approved,13610.33
CLM010673,CUST003718,POL0737412,52,Male,North,Health,1037.19,40724.31,1934.85,Medical,453,90.65,Yes,Under Review,1365.73
CLM010674,CUST005185,POL0500561,73,Male,South,Life,1155.19,68291.31,11598.46,Medical,310,56.9,No,Approved,6975.01
CLM010675,CUST001754,POL0226625,52,Female,West,Health,3327.39,94984.4,34241.95,Theft,597,45.45,No,Approved,27673.62
CLM010676,CUST000532,POL0239206,73,Male,East,Home,344.61,94840.9,36662.69,Accident,536,45.89,No,Approved,30395.64
CLM010677,CUST014349,POL0856920,44,Female,West,Life,4397.14,10131.54,33929.85,Theft,844,56.96,No,Approved,20841.82
CLM010678,CUST003721,POL0523176,36,Male,South,Home,3891.66,12704.06,22720.43,Property,506,92.23,Yes,Under Review,11746.22
CLM010679,CUST003073,POL0244253,42,Female,North,Home,1580.51,88652.97,4320.77,Medical,433,95.71,Yes,Under Review,4305.43
CLM010680,CUST017925,POL0302063,51,Female,North,Life,1751.01,15663.84,41878.99,Accident,542,45.45,No,Approved,20962.86
CLM010681,CUST018797,POL0612961,22,Male,South,Life,3994.94,9931.69,42593.66,Property,337,29.44,No,Approved,40077.47
CLM010682,CUST011338,POL0031914,60,Male,North,Home,2215.06,93884.05,17970.06,Accident,343,50.85,No,Approved,13442.64
CLM010683,CUST011857,POL0091037,59,Female,West,Auto,1651.25,28881.29,46702.28,Property,468,1.01,No,Approved,41768.26
CLM010684,CUST007693,POL0855564,47,Male,South,Auto,1573.65,55677.78,24020.66,Accident,375,77.18,Yes,Under Review,23141.89
CLM010685,CUST003468,POL0491466,33,Male,South,Home,636.43,17628.76,18109.25,Medical,513,64.88,No,Approved,15253.04
CLM010686,CUST013308,POL0160775,28,Female,South,Life,4299.1,39750.1,43914.64,Accident,602,81.22,Yes,Under Review,30155.79
CLM010687,CUST004557,POL0208883,70,Female,North,Life,1013.27,50083.17,28476.03,Theft,777,16.92,No,Approved,22580.05
CLM010688,CUST004787,POL0595115,59,Female,East,Auto,4267.84,93600.11,42471.34,Accident,561,27.66,No,Rejected,28562.02
CLM010689,CUST013665,POL0356170,37,Male,West,Life,581.96,53076.59,30134.49,Property,716,57.81,No,Approved,16720.81
CLM010690,CUST009024,POL0096284,20,Female,West,Auto,1947.37,49724.17,10887.95,Accident,810,15.93,No,Approved,6384.38
CLM010691,CUST004774,POL0581824,51,Female,West,Home,1953.42,53929.98,40550.44,Accident,551,60.47,No,Approved,31894.58
CLM010692,CUST003873,POL0505046,56,Female,West,Life,2566.5,72613.77,18217.37,Medical,401,56.73,No,Approved,12353.95
CLM010693,CUST014895,POL0784423,24,Male,North,Home,2108.6,70799.6,15281.85,Property,519,7.62,No,Rejected,8467.1
CLM010694,CUST009447,POL0153734,39,Female,East,Life,3780.62,13558.89,15008.08,Theft,664,7.0,No,Approved,12695.35
CLM010695,CUST016960,POL0032965,29,Male,East,Home,367.46,11938.58,19525.51,Medical,841,91.73,Yes,Under Review,11020.67
CLM010696,CUST018230,POL0111991,55,Female,East,Health,1928.99,70867.55,10261.27,Theft,621,13.25,No,Approved,9529.6
CLM010697,CUST014687,POL0013889,50,Female,South,Auto,3455.14,26891.11,43824.94,Medical,825,65.03,No,Rejected,28736.26
CLM010698,CUST004891,POL0502912,79,Female,East,Health,3580.62,75119.41,40031.75,Theft,316,36.78,No,Rejected,33536.6
CLM010699,CUST004228,POL0602795,35,Male,North,Auto,460.87,41132.75,33250.21,Property,755,63.03,No,Approved,30314.44
CLM010700,CUST008746,POL0695669,71,Male,South,Life,1499.35,72285.03,3523.96,Theft,584,81.3,Yes,Under Review,3416.58
CLM010701,CUST001614,POL0568207,41,Male,South,Auto,2946.08,30573.59,23618.55,Theft,332,71.57,No,Approved,21591.33
CLM010702,CUST002785,POL0800738,21,Female,North,Health,3272.14,13377.19,35891.67,Property,608,55.08,No,Approved,31528.45
CLM010703,CUST015127,POL0065148,36,Male,South,Home,2578.61,15399.4,23985.52,Theft,827,35.78,No,Approved,22815.07
CLM010704,CUST019915,POL0598327,56,Female,South,Health,4165.12,29065.25,30643.42,Property,708,8.04,No,Approved,19858.76
CLM010705,CUST006646,POL0164039,62,Female,East,Auto,2810.17,13652.76,16750.2,Theft,435,32.72,No,Approved,11153.36
CLM010706,CUST016127,POL0602099,28,Male,South,Health,4977.21,91228.08,12767.37,Medical,746,2.02,No,Approved,8557.82
CLM010707,CUST007540,POL0839916,43,Female,East,Home,2602.5,13117.22,11987.71,Theft,468,28.33,No,Rejected,6377.72
CLM010708,CUST005239,POL0277557,72,Male,West,Auto,4385.63,51155.75,9720.39,Property,685,16.19,No,Approved,8948.95
CLM010709,CUST018446,POL0413981,76,Female,West,Health,1184.15,25578.51,10043.67,Medical,706,44.53,No,Approved,5901.73
CLM010710,CUST013824,POL0629898,69,Male,South,Health,2598.41,54761.84,42841.65,Theft,670,26.1,No,Approved,41485.27
CLM010711,CUST008518,POL0719586,60,Female,North,Health,4770.6,30136.31,11026.94,Medical,374,60.94,No,Approved,5957.41
CLM010712,CUST005283,POL0835481,60,Male,North,Health,1623.48,31376.81,21500.41,Medical,698,25.95,No,Approved,16254.27
CLM010713,CUST016615,POL0268024,42,Male,West,Health,2316.09,13341.81,15398.43,Accident,528,82.31,Yes,Under Review,15014.97
CLM010714,CUST017906,POL0778470,53,Male,South,Auto,4187.77,84277.86,18385.76,Medical,692,90.07,Yes,Under Review,11230.38
