employee_department,employee_campus,employee_position,employee_seniority_years,is_contractor,employee_classification,has_foreign_citizenship,has_criminal_record,has_medical_history,employee_origin_country,total_printed_pages,num_printed_pages_off_hours,total_files_burned,burned_from_other,is_abroad,trip_day_number,hostility_country_level,num_entries,num_unique_campus,late_exit_flag,entry_during_weekend,is_malicious
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,56,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,26,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,2,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,13,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,34,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,3,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,16,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,6,0,0,0,0,0.0,0,2,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,7,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,0,0,8,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,22,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,101,29,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,2,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,0,0,0,0,0,0.0,0,2,1,0,1,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,17,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,4,0,3,0,0,0.0,0,2,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,6,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,16,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,4,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,59,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,45,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,63,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,20,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,8,0,4,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,23,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,24,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,9,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,10,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,7,0,3,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,8,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,70,0,0,0,0,0.0,0,2,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,0,0,19,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,18,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,0,0,5,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,14,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,36,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,32,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,6,0,8,0,0,0.0,0,2,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,9,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,15,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,27,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,0,0,10,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,11,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,41,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,26,0,2,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,15,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,7,0,5,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,12,0,0,0,0,0.0,0,1,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,13,0,0,0,0,0.0,0,2,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,13,0,4,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,5,0,2,0,0,0.0,0,2,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,25,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,12,0,0,0,0,0.0,0,2,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,16,0,0,0,0,0.0,0,2,1,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,53,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,4,0,0,0,0,0.0,0,1,1,0,1,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,28,0,0,0,0,0.0,0,0,0,0,0,0
Finance,Campus C,Financial Analyst,22,1,1,1,0,0,South Africa,37,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,19,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,9,0,0,0,0,0.0,0,2,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,14,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,1,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,10,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,18,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,16,0,5,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,6,0,0,0,0,0.0,0,2,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,9,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,6,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,1,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,2,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,8,0,5,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,9,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,32,3,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,0,0,0,0.0,0,2,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,7,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,2,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,21,0,0,0,0,0.0,0,2,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,52,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,19,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,13,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,34,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,71,0,0,0,0,0.0,0,2,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,132,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,13,0,0,0.0,0,2,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,2,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,86,0,0,0,0,0.0,0,2,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,10,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,62,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,13,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,16,5,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,11,0,3,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,53,9,10,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,17,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,7,0,0,0,0,0.0,0,2,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,17,0,0,0,0,0.0,0,2,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,38,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,24,0,0,0,0,0.0,0,1,1,0,1,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,3,0,0,0.0,0,2,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,4,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,16,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,2,0,0,0,0,0.0,0,2,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,8,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,5,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,3,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,23,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,0,0,0,0.0,0,1,1,0,1,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,20,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,5,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,0,0,1,1.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,0,0,1,2.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,0,0,1,3.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,0,0,1,4.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,0,0,1,5.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,0,0,1,6.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,0,0,1,7.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,2,0,1,8.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,0,0,1,9.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,0,0,1,10.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,16,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,27,0,8,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,29,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,34,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,20,0,0,0,0,0.0,0,2,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,3,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,5,0,0,0,0,0.0,0,2,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,1,0,0,0,0,0.0,0,2,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,13,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,37,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,6,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,0,0,1,8.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,36,0,0,0,0,0.0,0,1,1,0,1,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,21,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,31,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,16,4,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,44,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,39,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,0,0,10,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,12,4,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,3,0,0,0,0,0.0,0,2,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,49,12,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,21,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,35,0,0,0,0,0.0,0,0,0,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,26,0,0,0,0,0.0,0,1,1,0,0,0
Operations and Manufacturing,Campus C,Secretary,16,0,2,1,0,0,France,4,0,0,0,0,0.0,0,2,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,4,0,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,0,0,0,0.0,0,2,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,1,0,0,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,0,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,7,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,12,0,0,0,0,0.0,0,2,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,6,0,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,9,0,41,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,33,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,1,0,0,0,0,0.0,0,2,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,2,0,0,0,0,0.0,0,2,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,2,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,13,0,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,2,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,11,0,0,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,38,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,9,0,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,22,0,0,0,0,0.0,0,1,1,0,1,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,37,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,6,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,1,0,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,0,0,0,0.0,0,1,1,0,1,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,24,0,0,0,0,0.0,0,2,1,0,1,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,9,2,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,7,0,4,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,10,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,2,0,0,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,8,3,0,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,18,0,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,39,0,0,0.0,0,2,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,32,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,9,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,4,0,26,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,8,0,0,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,4,0,0,0.0,0,2,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,4,0,0,0,0,0.0,0,2,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,12,0,0,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,26,3,0,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,4,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,5,1,38,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,17,0,36,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,1,0,7,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,52,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,1,0,31,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,3,0,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,26,8,0,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,4,0,0,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,5,0,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,7,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,32,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,4,1,0,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,16,0,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,17,2,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,1,0,0,0,0,0.0,0,2,1,0,1,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,12,4,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus C,Secretary,4,0,2,0,0,0,Tunisia,0,0,6,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,4,0,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,0,0,0,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,0,0,6,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,0,0,0,0,0,0.0,0,2,1,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,0,0,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,0,0,39,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,15,0,0,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,7,1,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,13,3,0,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,0,0,30,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,4,0,0,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,0,0,34,0,0,0.0,0,1,1,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,1,0,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,0,0,29,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,44,0,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,0,0,31,0,0,0.0,0,1,1,0,1,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,13,5,0,0,0,0.0,0,0,0,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,0,0,35,0,0,0.0,0,2,1,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,0,0,34,0,0,0.0,0,2,1,0,0,0
R&D Department,Campus B,Development Engineer (Hardware / Software / Mechanical),2,0,2,0,0,0,Ethiopia,0,0,33,0,0,0.0,0,1,1,0,0,0
