log_id,Customer_ID,login_time,device_id,new_device_flag,ip_address,location_city,location_unusual_flag,network_type,authentication_result,failed_attempts_before_success,off_hours_login_flag
AUTH-011321,CUST005374,2026-08-04 06:05:06,DEV-164A7267,1,202.48.99.37,Walvis Bay,0,Mobile Data,Success,0,0
AUTH-011322,CUST005375,2026-04-30 06:10:00,DEV-79135C4B,0,34.176.38.249,Henties Bay,0,Mobile Data,Success,0,0
AUTH-011323,CUST005376,2026-08-04 20:13:11,DEV-671332F2,0,195.212.55.225,Karasburg,0,Mobile Data,Success,0,0
AUTH-011324,CUST005377,2026-07-24 22:16:53,DEV-0534A810,0,75.191.164.80,Oshakati,0,Public Wi-Fi,Success,0,1
AUTH-011325,CUST005377,2026-07-04 06:16:09,DEV-215A7B1A,0,167.150.158.58,Ondangwa,0,Home Wi-Fi,Success,0,0
AUTH-011326,CUST005377,2026-07-11 06:02:10,DEV-0534A810,0,131.103.254.236,Tsumeb,0,Public Wi-Fi,Success,0,0
AUTH-011327,CUST005378,2026-05-05 18:49:18,DEV-8B6A6125,0,74.180.148.215,Luderitz,0,Mobile Data,Success,0,0
AUTH-011328,CUST005378,2026-08-23 14:08:10,DEV-3E54E7C5,0,205.114.125.87,Keetmanshoop,0,VPN,Success,0,0
AUTH-011329,CUST005378,2026-07-27 04:53:56,DEV-3E54E7C5,0,200.52.112.13,Keetmanshoop,0,Home Wi-Fi,Success,0,1
AUTH-011330,CUST005378,2026-07-26 17:41:08,DEV-8B6A6125,0,132.101.181.236,Karasburg,0,Mobile Data,Success,0,0
AUTH-011331,CUST005379,2026-07-14 04:51:43,DEV-CD75B947,0,74.52.108.148,Luderitz,0,Home Wi-Fi,Success,0,1
AUTH-011332,CUST005380,2026-04-18 07:26:11,DEV-22EDFB4B,0,149.240.112.24,Katima Mulilo,0,Home Wi-Fi,Success,0,0
AUTH-011333,CUST005380,2026-03-31 21:23:47,DEV-94C6AB63,0,184.255.108.184,Katima Mulilo,0,Mobile Data,Failed then Success,4,0
AUTH-011334,CUST005381,2026-06-24 15:36:24,DEV-2A061900,1,90.253.61.73,Keetmanshoop,0,Home Wi-Fi,Success,0,0
AUTH-011335,CUST005381,2026-07-06 10:19:02,DEV-5B9C9EFB,0,222.196.169.229,Oshakati,1,Mobile Data,Success,0,0
AUTH-011336,CUST005381,2026-07-16 14:31:19,DEV-5B9C9EFB,0,202.253.182.191,Karasburg,0,Mobile Data,Failed then Success,1,0
AUTH-011337,CUST005381,2026-04-13 13:59:38,DEV-5B9C9EFB,0,202.222.58.200,Tsumeb,1,VPN,Success,0,0
AUTH-011338,CUST005382,2026-05-05 14:58:48,DEV-12F25239,0,182.4.129.66,Rundu,0,Home Wi-Fi,Success,0,0
AUTH-011339,CUST005382,2026-08-01 08:59:14,DEV-12F25239,0,19.48.31.174,Rundu,0,Public Wi-Fi,Success,0,0
AUTH-011340,CUST005383,2026-07-13 09:13:04,DEV-ABF3B966,1,190.112.44.26,Keetmanshoop,1,Public Wi-Fi,Failed then Success,2,0
AUTH-011341,CUST005384,2026-04-24 13:52:28,DEV-AC75A842,0,124.4.145.53,Henties Bay,0,Home Wi-Fi,Success,0,0
AUTH-011342,CUST005385,2026-06-30 12:56:05,DEV-FC9CAD45,0,134.171.65.43,Swakopmund,0,Home Wi-Fi,Success,0,0
AUTH-011343,CUST005385,2026-03-30 20:09:03,DEV-FC9CAD45,0,209.86.224.194,Walvis Bay,0,Home Wi-Fi,Success,0,0
AUTH-011344,CUST005385,2026-08-08 06:13:00,DEV-921EACF9,0,220.215.96.137,Henties Bay,0,Home Wi-Fi,Success,0,0
AUTH-011345,CUST005386,2026-09-04 16:44:16,DEV-1713C9A9,1,119.180.120.206,Oshakati,0,Home Wi-Fi,Success,0,0
AUTH-011346,CUST005386,2026-07-09 14:21:00,DEV-C9568640,0,90.72.43.96,Tsumeb,0,Mobile Data,Success,0,0
AUTH-011347,CUST005386,2026-05-31 17:59:27,DEV-38493E11,1,223.237.228.190,Oshakati,0,Home Wi-Fi,Success,0,0
AUTH-011348,CUST005386,2026-08-31 00:10:00,DEV-7585671A,1,142.154.109.96,Katima Mulilo,1,VPN,Success,0,1
AUTH-011349,CUST005387,2026-08-05 11:55:39,DEV-4BAC965D,0,159.72.178.143,Walvis Bay,1,Public Wi-Fi,Success,0,0
AUTH-011350,CUST005388,2026-08-25 14:06:43,DEV-FFD16BD9,0,57.249.210.196,Katima Mulilo,0,Home Wi-Fi,Failed then Success,4,0
AUTH-011351,CUST005390,2026-09-07 15:12:13,DEV-DBE24D7D,0,159.141.228.192,Katima Mulilo,0,Home Wi-Fi,Success,0,0
AUTH-011352,CUST005390,2026-05-22 12:37:51,DEV-7A6BDB04,0,215.56.127.23,Gobabis,0,Mobile Data,Success,0,0
AUTH-011353,CUST005391,2026-05-06 12:02:05,DEV-FEF65026,0,152.135.131.133,Tsumeb,0,Home Wi-Fi,Success,0,0
AUTH-011354,CUST005392,2026-05-10 19:38:01,DEV-8A060848,1,70.247.176.93,Walvis Bay,0,Home Wi-Fi,Success,0,0
AUTH-011355,CUST005392,2026-04-30 18:32:15,DEV-A045FFF5,1,105.74.88.201,Keetmanshoop,1,Public Wi-Fi,Success,0,0
AUTH-011356,CUST005392,2026-08-30 21:36:13,DEV-9B19E2D4,0,200.80.58.231,Henties Bay,0,Home Wi-Fi,Success,0,0
AUTH-011357,CUST005394,2026-09-02 17:57:08,DEV-B0E88512,1,170.178.0.114,Katima Mulilo,1,Public Wi-Fi,Success,0,0
AUTH-011358,CUST005395,2026-07-27 17:17:16,DEV-F07FCA51,0,218.107.174.154,Walvis Bay,1,Home Wi-Fi,Success,0,0
AUTH-011359,CUST005395,2026-06-17 18:27:48,DEV-529F0FDE,0,193.122.63.76,Karasburg,0,Home Wi-Fi,Success,0,0
AUTH-011360,CUST005395,2026-07-15 22:21:52,DEV-F07FCA51,0,11.189.225.224,Ondangwa,1,Home Wi-Fi,Success,0,1
AUTH-011361,CUST005395,2026-04-06 11:22:34,DEV-529F0FDE,0,168.87.227.175,Karasburg,0,Home Wi-Fi,Success,0,0
AUTH-011362,CUST005395,2026-06-23 13:05:03,DEV-F07FCA51,0,38.230.110.224,Luderitz,0,Home Wi-Fi,Success,0,0
AUTH-011363,CUST005396,2026-06-13 10:54:22,DEV-18D70C40,0,124.80.152.143,Swakopmund,0,Home Wi-Fi,Success,0,0
AUTH-011364,CUST005397,2026-06-28 11:44:11,DEV-30A8E783,0,159.118.84.193,Oshakati,0,Home Wi-Fi,Success,0,0
AUTH-011365,CUST005400,2026-08-19 09:05:31,DEV-46804C7D,1,135.230.140.236,Henties Bay,0,Mobile Data,Success,0,0
AUTH-011366,CUST005400,2026-05-16 08:31:16,DEV-84766397,0,196.150.190.213,Henties Bay,0,Mobile Data,Success,0,0
AUTH-011367,CUST005402,2026-08-17 07:42:15,DEV-386AE596,0,135.159.142.43,Katima Mulilo,0,Home Wi-Fi,Success,0,0
AUTH-011368,CUST005402,2026-04-22 09:34:52,DEV-386AE596,0,199.30.162.223,Katima Mulilo,0,Mobile Data,Success,0,0
AUTH-011369,CUST005403,2026-06-22 05:38:50,DEV-30EF4ACB,0,212.55.111.52,Karasburg,1,VPN,Success,0,1
AUTH-011370,CUST005403,2026-04-29 05:13:23,DEV-30EF4ACB,0,216.202.210.17,Keetmanshoop,1,Mobile Data,Success,0,1
AUTH-011371,CUST005404,2026-07-16 15:09:40,DEV-15A7DDAF,1,143.123.208.106,Tsumeb,1,Home Wi-Fi,Success,0,0
AUTH-011372,CUST005404,2026-07-09 06:03:33,DEV-8B0B2900,0,53.89.132.4,Ondangwa,1,VPN,Success,0,0
AUTH-011373,CUST005405,2026-06-12 10:00:10,DEV-B8ADF498,0,179.49.47.3,Gobabis,0,Home Wi-Fi,Success,0,0
AUTH-011374,CUST005405,2026-08-05 09:05:35,DEV-B8ADF498,0,216.151.229.212,Rundu,0,Mobile Data,Success,0,0
AUTH-011375,CUST005406,2026-07-11 11:25:17,DEV-416DA551,0,188.241.215.86,Keetmanshoop,0,Public Wi-Fi,Success,0,0
AUTH-011376,CUST005406,2026-06-18 18:37:20,DEV-7E1D7AF0,0,139.31.14.22,Luderitz,0,Mobile Data,Success,0,0
AUTH-011377,CUST005407,2026-08-31 16:27:23,DEV-EA60EBF0,0,223.115.33.213,Karasburg,0,Home Wi-Fi,Success,0,0
AUTH-011378,CUST005408,2026-03-29 15:41:16,DEV-6132C0D4,0,84.237.78.191,Henties Bay,0,Home Wi-Fi,Success,0,0
AUTH-011379,CUST005408,2026-08-05 09:56:57,DEV-FC69F4A6,0,154.27.122.240,Walvis Bay,0,Mobile Data,Success,0,0
AUTH-011380,CUST005409,2026-04-02 20:34:27,DEV-3EAB7577,0,124.141.36.128,Rundu,0,Home Wi-Fi,Success,0,0
AUTH-011381,CUST005410,2026-06-24 15:51:54,DEV-3B6EBE20,1,150.129.2.224,Keetmanshoop,0,Home Wi-Fi,Success,0,0
AUTH-011382,CUST005410,2026-08-28 11:24:10,DEV-BBC883E4,0,213.105.170.178,Keetmanshoop,0,Home Wi-Fi,Success,0,0
AUTH-011383,CUST005411,2026-07-28 20:44:21,DEV-6CDED31A,0,95.174.183.227,Tsumeb,0,Home Wi-Fi,Success,0,0
AUTH-011384,CUST005412,2026-04-24 10:31:54,DEV-9FD3A407,0,39.65.96.48,Walvis Bay,0,Home Wi-Fi,Success,0,0
AUTH-011385,CUST005413,2026-07-01 08:27:55,DEV-40A9090C,0,149.255.42.147,Keetmanshoop,0,Public Wi-Fi,Failed then Success,3,0
AUTH-011386,CUST005413,2026-06-02 18:38:03,DEV-F255D9A6,0,208.191.122.11,Keetmanshoop,0,Home Wi-Fi,Failed then Success,3,0
AUTH-011387,CUST005413,2026-07-23 15:28:51,DEV-6A043ECD,0,196.46.87.135,Swakopmund,1,VPN,Failed then Success,3,0
AUTH-011388,CUST005414,2026-07-13 17:45:14,DEV-BFD57420,0,18.66.25.153,Keetmanshoop,0,Public Wi-Fi,Success,0,0
AUTH-011389,CUST005414,2026-04-03 18:18:45,DEV-9F3555BC,0,196.16.36.216,Karasburg,0,Mobile Data,Success,0,0
AUTH-011390,CUST005415,2026-08-19 14:02:24,DEV-C46002B0,0,172.61.162.255,Oshakati,1,VPN,Failed then Success,1,0
AUTH-011391,CUST005416,2026-06-17 12:34:01,DEV-3570170B,0,184.219.22.88,Oshakati,0,Mobile Data,Success,0,0
AUTH-011392,CUST005416,2026-04-06 19:25:09,DEV-3570170B,0,216.233.95.41,Tsumeb,0,Mobile Data,Success,0,0
AUTH-011393,CUST005416,2026-03-28 11:46:11,DEV-3570170B,0,193.125.27.49,Tsumeb,0,Home Wi-Fi,Success,0,0
AUTH-011394,CUST005417,2026-05-09 14:55:01,DEV-CE7B6009,0,212.108.78.22,Gobabis,0,Public Wi-Fi,Success,0,0
AUTH-011395,CUST005418,2026-04-26 11:51:37,DEV-D3A72716,0,51.207.220.210,Luderitz,0,Mobile Data,Success,0,0
AUTH-011396,CUST005418,2026-04-25 21:44:02,DEV-D3A72716,0,141.182.189.253,Karasburg,0,Mobile Data,Success,0,0
AUTH-011397,CUST005419,2026-04-17 22:22:45,DEV-03863CF1,0,223.120.119.242,Walvis Bay,0,Home Wi-Fi,Success,0,1
AUTH-011398,CUST005419,2026-05-10 19:41:06,DEV-64AD7E89,0,144.212.248.254,Henties Bay,0,Home Wi-Fi,Success,0,0
AUTH-011399,CUST005420,2026-06-22 10:48:20,DEV-4F55A115,0,2.129.102.137,Tsumeb,0,Mobile Data,Success,0,0
AUTH-011400,CUST005421,2026-07-06 07:28:18,DEV-3E6E8A53,0,177.155.6.134,Ondangwa,0,Home Wi-Fi,Failed then Success,4,0
AUTH-011401,CUST005421,2026-08-10 16:08:52,DEV-3E6E8A53,0,146.254.213.22,Oshakati,0,Home Wi-Fi,Failed then Success,1,0
AUTH-011402,CUST005421,2026-06-28 07:57:20,DEV-1AFC3D21,0,21.98.146.250,Oshakati,0,Home Wi-Fi,Success,0,0
AUTH-011403,CUST005421,2026-07-12 06:05:34,DEV-1BCE195F,1,183.57.24.29,Oshakati,0,Mobile Data,Failed then Success,4,0
AUTH-011404,CUST005421,2026-05-03 18:44:08,DEV-41416011,1,136.64.127.222,Oshakati,0,Home Wi-Fi,Failed then Success,1,0
AUTH-011405,CUST005421,2026-08-18 12:04:16,DEV-65A68224,1,134.53.178.53,Rundu,1,Public Wi-Fi,Success,0,0
AUTH-011406,CUST005421,2026-05-05 18:02:37,DEV-3E6E8A53,0,130.86.100.81,Henties Bay,1,Mobile Data,Success,0,0
AUTH-011407,CUST005422,2026-05-23 14:04:46,DEV-538FD775,1,203.38.244.174,Swakopmund,0,Home Wi-Fi,Success,0,0
AUTH-011408,CUST005423,2026-08-02 06:37:58,DEV-2FBF916D,0,8.146.43.77,Henties Bay,0,Mobile Data,Success,0,0
AUTH-011409,CUST005423,2026-04-01 09:57:34,DEV-2FBF916D,0,162.108.62.20,Walvis Bay,0,Home Wi-Fi,Success,0,0
AUTH-011410,CUST005423,2026-08-22 17:55:57,DEV-936FF9E7,1,207.11.137.142,Henties Bay,0,Public Wi-Fi,Failed then Success,3,0
AUTH-011411,CUST005424,2026-08-23 10:57:17,DEV-A7A77899,0,221.103.5.48,Katima Mulilo,0,VPN,Success,0,0
AUTH-011412,CUST005425,2026-04-26 09:58:05,DEV-9717EB75,0,24.171.172.247,Ondangwa,0,Home Wi-Fi,Success,0,0
AUTH-011413,CUST005426,2026-05-02 12:43:18,DEV-C97D81BE,0,219.23.196.196,Luderitz,0,Public Wi-Fi,Success,0,0
AUTH-011414,CUST005426,2026-07-27 00:45:36,DEV-C97D81BE,0,206.230.131.80,Keetmanshoop,0,Home Wi-Fi,Success,0,1
AUTH-011415,CUST005427,2026-08-14 19:35:05,DEV-E2A9D426,1,199.36.200.104,Walvis Bay,0,Mobile Data,Success,0,0
AUTH-011416,CUST005427,2026-09-16 13:49:43,DEV-8597DBEB,0,173.243.149.139,Swakopmund,0,Home Wi-Fi,Success,0,0
AUTH-011417,CUST005428,2026-06-13 11:52:47,DEV-8C289A7D,0,177.141.168.138,Luderitz,0,Mobile Data,Success,0,0
AUTH-011418,CUST005429,2026-04-04 11:18:40,DEV-9A82C666,0,223.214.83.229,Walvis Bay,0,Public Wi-Fi,Success,0,0
AUTH-011419,CUST005429,2026-07-04 16:26:10,DEV-9A82C666,0,199.157.101.240,Henties Bay,0,Home Wi-Fi,Success,0,0
AUTH-011420,CUST005429,2026-04-20 19:09:40,DEV-9A82C666,0,132.55.176.82,Henties Bay,0,Public Wi-Fi,Success,0,0
AUTH-011421,CUST005430,2026-04-19 14:30:47,DEV-C927F70B,1,42.249.225.125,Tsumeb,0,Home Wi-Fi,Success,0,0
AUTH-011422,CUST005431,2026-04-12 10:45:09,DEV-67A40E5C,0,204.61.122.155,Rundu,0,Home Wi-Fi,Success,0,0
AUTH-011423,CUST005431,2026-07-02 13:59:00,DEV-67A40E5C,0,165.55.200.135,Rundu,0,Home Wi-Fi,Success,0,0
AUTH-011424,CUST005431,2026-04-03 11:22:14,DEV-67A40E5C,0,193.32.0.113,Rundu,0,Mobile Data,Success,0,0
AUTH-011425,CUST005431,2026-03-28 23:05:15,DEV-67A40E5C,0,196.14.86.244,Ondangwa,1,VPN,Success,0,1
AUTH-011426,CUST005432,2026-07-19 17:55:56,DEV-64EE4779,0,22.152.160.232,Rundu,1,VPN,Failed then Success,4,0
AUTH-011427,CUST005433,2026-07-06 06:56:34,DEV-132BBC39,0,138.186.158.41,Keetmanshoop,0,Home Wi-Fi,Success,0,0
AUTH-011428,CUST005433,2026-09-08 10:33:30,DEV-132BBC39,0,218.167.8.85,Keetmanshoop,0,Home Wi-Fi,Success,0,0
AUTH-011429,CUST005433,2026-09-03 13:39:12,DEV-A88B2E55,0,202.204.62.88,Keetmanshoop,0,Home Wi-Fi,Success,0,0
AUTH-011430,CUST005433,2026-09-07 17:12:11,DEV-132BBC39,0,45.13.236.61,Luderitz,0,Home Wi-Fi,Success,0,0
AUTH-011431,CUST005434,2026-09-10 17:00:00,DEV-F8150949,0,66.215.136.106,Tsumeb,0,Mobile Data,Success,0,0
AUTH-011432,CUST005435,2026-07-22 06:59:47,DEV-3BDFB7AE,0,195.81.21.107,Walvis Bay,0,Home Wi-Fi,Success,0,0
AUTH-011433,CUST005436,2026-06-23 21:21:51,DEV-FCBACE2E,0,47.164.42.26,Karasburg,1,Mobile Data,Success,0,0
AUTH-011434,CUST005437,2026-05-31 14:38:51,DEV-25511F67,0,178.48.105.4,Henties Bay,0,VPN,Success,0,0
AUTH-011435,CUST005437,2026-06-20 13:18:54,DEV-25511F67,0,153.94.251.197,Swakopmund,0,Home Wi-Fi,Success,0,0
AUTH-011436,CUST005438,2026-05-02 12:01:57,DEV-FDEBE298,0,184.67.251.231,Swakopmund,1,VPN,Success,0,0
AUTH-011437,CUST005438,2026-07-12 21:42:51,DEV-C1B53143,1,173.154.97.87,Swakopmund,1,Home Wi-Fi,Success,0,0
AUTH-011438,CUST005439,2026-08-16 19:14:57,DEV-E11FDE73,0,161.146.187.19,Keetmanshoop,0,Public Wi-Fi,Success,0,0
AUTH-011439,CUST005439,2026-04-10 02:34:12,DEV-E11FDE73,0,188.48.139.104,Gobabis,1,VPN,Success,0,1
AUTH-011440,CUST005439,2026-08-16 04:22:52,DEV-E11FDE73,0,134.142.52.194,Swakopmund,1,Public Wi-Fi,Failed then Success,3,1
AUTH-011441,CUST005440,2026-03-24 11:16:03,DEV-DD3FB996,0,163.99.146.223,Swakopmund,1,Home Wi-Fi,Failed then Success,3,0
AUTH-011442,CUST005440,2026-07-19 06:58:39,DEV-DD3FB996,0,36.8.88.246,Oshakati,1,Public Wi-Fi,Success,0,0
AUTH-011443,CUST005440,2026-05-16 05:31:24,DEV-DD3FB996,0,118.143.164.182,Keetmanshoop,0,Mobile Data,Success,0,1
AUTH-011444,CUST005441,2026-03-29 17:47:56,DEV-730F978A,0,79.146.3.13,Luderitz,1,Home Wi-Fi,Failed then Success,2,0
AUTH-011445,CUST005441,2026-08-09 18:54:19,DEV-5C711AC8,0,202.35.41.223,Karasburg,1,VPN,Success,0,0
AUTH-011446,CUST005441,2026-08-19 19:15:24,DEV-38CED8FC,1,142.21.66.232,Gobabis,0,Home Wi-Fi,Success,0,0
AUTH-011447,CUST005442,2026-08-03 06:19:55,DEV-254B88CB,0,134.6.225.42,Walvis Bay,0,Mobile Data,Failed then Success,4,0
AUTH-011448,CUST005443,2026-06-30 18:41:36,DEV-AD5B61CB,0,200.193.129.155,Oshakati,0,Public Wi-Fi,Success,0,0
AUTH-011449,CUST005444,2026-07-09 20:09:19,DEV-6B092A8C,0,195.184.90.14,Luderitz,1,Public Wi-Fi,Failed then Success,4,0
AUTH-011450,CUST005445,2026-09-09 16:50:27,DEV-304A5AF5,0,217.165.187.224,Tsumeb,0,Home Wi-Fi,Success,0,0
AUTH-011451,CUST005446,2026-08-20 21:39:28,DEV-91D6DA06,0,44.94.78.109,Luderitz,0,Home Wi-Fi,Success,0,0
AUTH-011452,CUST005446,2026-07-25 01:10:03,DEV-00530C46,0,198.185.75.54,Karasburg,0,Home Wi-Fi,Success,0,1
AUTH-011453,CUST005447,2026-05-27 20:25:48,DEV-BB648FB6,0,222.123.151.7,Gobabis,0,Home Wi-Fi,Success,0,0
AUTH-011454,CUST005447,2026-08-20 08:39:34,DEV-4016F813,1,155.148.211.240,Katima Mulilo,0,Home Wi-Fi,Success,0,0
AUTH-011455,CUST005447,2026-07-03 08:27:21,DEV-BB648FB6,0,52.125.151.192,Rundu,0,Home Wi-Fi,Success,0,0
AUTH-011456,CUST005447,2026-03-27 12:43:42,DEV-BB648FB6,0,161.141.161.236,Rundu,0,Home Wi-Fi,Success,0,0
AUTH-011457,CUST005448,2026-08-31 08:43:55,DEV-8CB58C8C,0,209.216.172.134,Katima Mulilo,0,VPN,Success,0,0
AUTH-011458,CUST005448,2026-09-07 13:52:32,DEV-8CB58C8C,0,143.73.192.77,Rundu,0,Mobile Data,Success,0,0
AUTH-011459,CUST005449,2026-03-30 08:40:27,DEV-8DFCE99C,0,151.128.171.155,Rundu,1,VPN,Failed then Success,3,0
AUTH-011460,CUST005449,2026-08-25 02:22:29,DEV-8DFCE99C,0,201.73.255.105,Karasburg,0,Home Wi-Fi,Failed then Success,4,1
AUTH-011461,CUST005449,2026-04-03 20:09:37,DEV-10F47B9D,1,155.188.12.82,Luderitz,0,Mobile Data,Success,0,0
AUTH-011462,CUST005449,2026-07-18 14:38:13,DEV-8DFCE99C,0,121.209.36.18,Walvis Bay,1,Public Wi-Fi,Failed then Success,2,0
AUTH-011463,CUST005449,2026-07-20 15:17:48,DEV-549896B5,1,135.234.38.85,Keetmanshoop,0,Mobile Data,Failed then Success,4,0
AUTH-011464,CUST005450,2026-06-20 21:59:15,DEV-68A73B01,0,195.114.46.148,Katima Mulilo,0,Home Wi-Fi,Success,0,0
AUTH-011465,CUST005451,2026-06-19 21:04:15,DEV-3A87FC05,0,207.41.143.117,Gobabis,0,Public Wi-Fi,Success,0,0
AUTH-011466,CUST005451,2026-08-16 10:42:38,DEV-D45BEFDA,0,81.108.98.75,Rundu,0,Home Wi-Fi,Success,0,0
AUTH-011467,CUST005451,2026-06-28 18:56:09,DEV-3B0541F3,1,90.25.82.134,Gobabis,0,VPN,Success,0,0
AUTH-011468,CUST005452,2026-06-10 19:54:58,DEV-ED892EFB,0,211.121.90.247,Henties Bay,1,Mobile Data,Success,0,0
AUTH-011469,CUST005453,2026-06-10 00:29:45,DEV-D3473F6E,1,158.9.112.125,Swakopmund,0,Home Wi-Fi,Success,0,1
AUTH-011470,CUST005453,2026-08-17 19:44:12,DEV-BB21CED0,0,220.43.234.213,Henties Bay,0,Mobile Data,Success,0,0
AUTH-011471,CUST005454,2026-06-17 13:31:46,DEV-904E1FCE,0,37.157.53.164,Ondangwa,1,Home Wi-Fi,Failed then Success,2,0
AUTH-011472,CUST005455,2026-06-20 08:09:03,DEV-1867163F,0,130.108.64.52,Tsumeb,0,Public Wi-Fi,Success,0,0
AUTH-011473,CUST005457,2026-06-26 20:01:11,DEV-55696A47,0,187.220.188.243,Walvis Bay,0,Mobile Data,Success,0,0
AUTH-011474,CUST005457,2026-05-06 16:03:06,DEV-55696A47,0,188.3.212.44,Henties Bay,0,Home Wi-Fi,Success,0,0
AUTH-011475,CUST005458,2026-06-27 14:34:49,DEV-E2F2357E,1,92.198.71.16,Walvis Bay,1,Mobile Data,Failed then Success,1,0
AUTH-011476,CUST005458,2026-05-28 20:10:20,DEV-320B8625,1,60.168.106.69,Luderitz,0,Mobile Data,Success,0,0
AUTH-011477,CUST005459,2026-06-16 14:05:26,DEV-B77B7226,0,213.229.24.156,Karasburg,1,Mobile Data,Failed then Success,3,0
AUTH-011478,CUST005459,2026-04-04 15:56:07,DEV-E60C786B,1,12.55.180.144,Henties Bay,0,Mobile Data,Failed then Success,4,0
AUTH-011479,CUST005461,2026-09-02 14:11:43,DEV-8B123D5E,0,167.133.130.53,Walvis Bay,0,Public Wi-Fi,Success,0,0
AUTH-011480,CUST005461,2026-07-30 16:13:10,DEV-40290679,1,153.65.117.146,Swakopmund,0,Home Wi-Fi,Success,0,0
AUTH-011481,CUST005461,2026-06-28 02:30:07,DEV-8B123D5E,0,30.207.39.70,Swakopmund,0,Home Wi-Fi,Success,0,1
AUTH-011482,CUST005461,2026-06-05 16:03:52,DEV-8B123D5E,0,221.49.223.79,Henties Bay,0,Mobile Data,Success,0,0
AUTH-011483,CUST005462,2026-06-17 16:40:16,DEV-7545B460,0,102.165.56.54,Luderitz,0,Home Wi-Fi,Success,0,0
AUTH-011484,CUST005463,2026-08-13 10:52:53,DEV-51079098,1,190.156.245.112,Tsumeb,1,Public Wi-Fi,Success,0,0
AUTH-011485,CUST005463,2026-06-24 17:46:40,DEV-BAF455FE,1,86.86.99.76,Rundu,1,Public Wi-Fi,Success,0,0
AUTH-011486,CUST005464,2026-05-14 10:05:43,DEV-72FB3C7C,0,208.95.65.134,Oshakati,0,Home Wi-Fi,Success,0,0
AUTH-011487,CUST005464,2026-05-23 08:23:32,DEV-BF10E56A,0,216.219.72.78,Tsumeb,0,Home Wi-Fi,Success,0,0
AUTH-011488,CUST005466,2026-06-24 22:37:50,DEV-696AC27B,1,170.110.40.50,Keetmanshoop,0,Home Wi-Fi,Success,0,1
AUTH-011489,CUST005466,2026-04-30 23:56:52,DEV-20951A76,0,174.29.232.21,Karasburg,0,Mobile Data,Success,0,1
AUTH-011490,CUST005466,2026-04-17 00:00:34,DEV-20951A76,0,129.186.122.88,Ondangwa,1,Mobile Data,Success,0,1
AUTH-011491,CUST005467,2026-07-28 09:21:27,DEV-EEB11B05,0,213.171.112.252,Luderitz,0,Mobile Data,Success,0,0
AUTH-011492,CUST005467,2026-06-20 07:29:37,DEV-15C52CC1,0,195.210.214.242,Luderitz,0,Mobile Data,Success,0,0
AUTH-011493,CUST005467,2026-07-28 09:29:02,DEV-15C52CC1,0,212.229.58.148,Karasburg,0,Mobile Data,Success,0,0
AUTH-011494,CUST005468,2026-07-29 18:47:33,DEV-7068EDBA,1,161.236.10.227,Rundu,0,Home Wi-Fi,Success,0,0
AUTH-011495,CUST005468,2026-07-16 09:48:32,DEV-BD6B1628,1,208.202.2.146,Rundu,0,Public Wi-Fi,Success,0,0
AUTH-011496,CUST005468,2026-07-18 11:44:30,DEV-A60429CC,0,196.239.36.161,Katima Mulilo,0,Public Wi-Fi,Success,0,0
AUTH-011497,CUST005470,2026-07-29 10:44:43,DEV-A09CE5E9,0,37.6.7.123,Karasburg,0,Home Wi-Fi,Success,0,0
AUTH-011498,CUST005470,2026-07-17 12:01:23,DEV-7A390270,0,33.186.161.225,Karasburg,0,Mobile Data,Success,0,0
AUTH-011499,CUST005470,2026-08-07 20:51:14,DEV-A09CE5E9,0,115.0.102.233,Keetmanshoop,0,Home Wi-Fi,Success,0,0
AUTH-011500,CUST005470,2026-07-15 08:51:21,DEV-A09CE5E9,0,169.8.165.181,Luderitz,0,Mobile Data,Success,0,0
AUTH-011501,CUST005470,2026-09-16 12:43:31,DEV-7A390270,0,209.3.241.115,Luderitz,0,Home Wi-Fi,Success,0,0
AUTH-011502,CUST005470,2026-08-24 08:15:21,DEV-729C9C4B,1,2.215.8.110,Luderitz,0,Home Wi-Fi,Success,0,0
AUTH-011503,CUST005471,2026-07-08 10:35:08,DEV-BCFA4872,0,216.98.248.8,Keetmanshoop,0,Home Wi-Fi,Success,0,0
AUTH-011504,CUST005472,2026-05-22 23:24:50,DEV-423AD6EC,0,112.242.231.215,Karasburg,0,Mobile Data,Success,0,1
AUTH-011505,CUST005472,2026-05-10 12:30:00,DEV-423AD6EC,0,221.189.132.26,Keetmanshoop,0,Home Wi-Fi,Success,0,0
AUTH-011506,CUST005472,2026-09-02 11:47:05,DEV-423AD6EC,0,40.158.221.36,Luderitz,0,Home Wi-Fi,Success,0,0
AUTH-011507,CUST005472,2026-08-22 20:01:14,DEV-423AD6EC,0,210.158.61.100,Karasburg,0,Public Wi-Fi,Success,0,0
AUTH-011508,CUST005473,2026-08-12 10:17:01,DEV-617DF38C,0,186.116.181.54,Walvis Bay,0,Mobile Data,Success,0,0
AUTH-011509,CUST005473,2026-08-05 02:54:36,DEV-617DF38C,0,184.207.236.190,Walvis Bay,0,Home Wi-Fi,Success,0,1
AUTH-011510,CUST005473,2026-05-06 09:45:32,DEV-617DF38C,0,207.118.75.87,Henties Bay,0,Home Wi-Fi,Success,0,0
AUTH-011511,CUST005473,2026-07-03 17:11:35,DEV-7D3E55FE,1,67.198.142.47,Henties Bay,0,VPN,Success,0,0
