Claim_ID,Customer_ID,Policy_Number,Age,Gender,Region,Policy_Type,Premium_Amount,Coverage_Amount,Claim_Amount,Claim_Type,Credit_Score,Fraud_Risk_Score,Fraud_Flag,Claim_Status,Settlement_Amount,Claim_Date,Handled_By_Staff_ID,Identity_Changed_Flag,KYC_Update_Date,Days_KYC_To_Claim,Enriched_Address_Change_Flag,Enriched_Past_Claims_Count,Enriched_Witness_Present,Enriched_Police_Report_Filed,Enriched_Safety_Rating,Enriched_Days_Open,Enriched_Form_Defects_Count,Enriched_Claim_Channel
CLM001181,CUST013511,POL0317606,38,Male,South,Auto,2899.54,41228.58,26780.6,Property,542,69.94,No,Approved,22210.98,2026-02-06 20:35:26.264696,AGENT01016,0,,,1,2,0,1,85,9.184363194,3,Broker
CLM001182,CUST011597,POL0530450,67,Female,South,Auto,689.84,84246.57,36233.84,Property,607,89.75,Yes,Under Review,31732.3,2024-10-24 20:35:26.264698,AGENT01053,1,2024-10-05 20:35:26.264698,19.0,1,0,0,1,76,10.21764902,3,Phone
CLM001183,CUST010362,POL0714847,23,Male,West,Life,2234.06,53948.42,17744.11,Medical,399,17.09,No,Approved,11789.54,2025-01-24 20:35:26.264700,AGENT01108,0,,,1,2,0,1,91,8.500108972,2,Phone
CLM001184,CUST015462,POL0248481,35,Female,North,Auto,1911.57,86925.45,28636.83,Property,669,70.12,No,Approved,18214.7,2026-02-13 20:35:26.264702,AGENT00514,0,,,1,0,0,1,78,10.92336241,3,Phone
CLM001185,CUST004105,POL0639729,74,Male,West,Health,4285.19,72111.31,3575.66,Theft,665,20.0,No,Approved,3317.1,2026-05-14 20:35:26.264704,AGENT00399,0,,,1,0,0,1,86,10.81547441,1,Phone
CLM001186,CUST005526,POL0894671,26,Male,West,Health,3875.42,67586.24,13308.6,Property,453,87.1,Yes,Under Review,6967.34,2025-08-22 20:35:26.264707,AGENT00708,0,,,1,2,0,1,81,3.745296365,3,Online
CLM001187,CUST016103,POL0565431,46,Female,East,Health,2791.23,75445.16,22959.27,Accident,392,89.78,Yes,Under Review,20349.31,2024-12-28 20:35:26.264709,AGENT00462,0,,,1,0,0,0,80,7.710100561,3,Phone
CLM001188,CUST008096,POL0342254,59,Male,East,Home,346.49,24764.35,836.81,Accident,761,83.86,Yes,Under Review,590.06,2025-12-11 20:35:26.264711,AGENT00728,0,,,1,1,1,1,65,10.26636586,2,Broker
CLM001189,CUST008727,POL0824033,19,Female,North,Health,2569.81,28849.73,20055.03,Theft,654,73.19,No,Rejected,12758.49,2024-12-28 20:35:26.264713,AGENT00853,0,,,1,0,1,0,63,8.382217995,4,Phone
CLM001190,CUST018255,POL0684428,30,Male,North,Health,4044.14,97257.52,45621.8,Theft,555,82.03,Yes,Under Review,33029.14,2026-03-09 20:35:26.264716,AGENT00832,0,,,1,0,1,0,90,10.23962898,3,Broker
CLM001191,CUST008415,POL0631579,24,Female,West,Life,2384.33,10848.1,4978.7,Medical,844,81.95,Yes,Under Review,4012.6,2025-12-28 20:35:26.264718,AGENT00465,0,,,1,0,0,0,94,8.983029737,2,Broker
CLM001192,CUST019044,POL0820790,75,Male,North,Home,3588.36,92363.17,27097.79,Medical,369,33.4,No,Approved,16265.88,2024-10-02 20:35:26.264720,AGENT00218,0,,,1,0,0,1,43,7.849108816,6,Phone
CLM001193,CUST009478,POL0275849,23,Male,West,Health,2159.6,80929.03,49703.2,Accident,388,74.61,No,Approved,25485.16,2025-02-11 20:35:26.264722,AGENT00513,0,,,1,0,0,1,88,8.105910873,5,Phone
CLM001194,CUST018698,POL0219099,45,Female,East,Auto,457.94,11228.33,37370.6,Theft,397,52.49,No,Approved,33358.98,2025-11-10 20:35:26.264724,AGENT00187,0,,,1,0,0,0,95,10.64678949,1,Broker
CLM001195,CUST006097,POL0862142,68,Male,South,Home,2231.11,22501.95,18728.33,Property,752,47.84,No,Approved,12663.33,2026-07-19 20:35:26.264726,AGENT01085,0,,,1,0,0,0,53,8.037874786,6,Phone
CLM001196,CUST009382,POL0444355,56,Female,East,Life,3817.0,36478.88,18874.08,Medical,833,63.68,No,Approved,10437.15,2025-02-22 20:35:26.264729,AGENT00429,1,2025-02-18 20:35:26.264729,4.0,1,0,0,0,87,9.19374385,5,Phone
CLM001197,CUST012583,POL0095039,36,Female,South,Home,2888.76,38140.07,38073.99,Property,714,80.99,Yes,Under Review,25344.32,2024-12-02 20:35:26.264731,AGENT00199,0,,,1,0,0,0,70,3.449276603,4,Online
CLM001198,CUST007336,POL0271888,40,Male,North,Home,3653.88,66878.96,49422.9,Theft,584,9.27,No,Approved,39504.85,2026-01-10 20:35:26.264733,AGENT00035,0,,,0,0,0,0,62,13.08198085,3,Broker
CLM001199,CUST006824,POL0598132,77,Male,North,Home,2978.61,74952.22,40170.2,Accident,499,57.49,No,Approved,21698.2,2025-06-15 20:35:26.264735,AGENT00786,0,,,1,0,0,1,82,9.361513609,2,Phone
CLM001200,CUST000042,POL0181878,62,Female,North,Auto,3079.21,21677.91,19271.64,Accident,742,8.96,No,Approved,13595.99,2025-08-29 20:35:26.264738,AGENT00773,0,,,1,0,0,1,89,10.58580842,2,Broker
CLM001201,CUST017008,POL0788116,48,Male,North,Auto,1551.28,89259.98,48606.89,Property,508,75.8,Yes,Under Review,29923.96,2026-06-17 20:35:26.264740,AGENT00421,0,,,1,6,0,1,69,3.661504768,7,Online
CLM001202,CUST018400,POL0344379,65,Male,East,Health,4364.08,22107.28,29209.98,Accident,447,34.44,No,Approved,23316.27,2026-08-27 20:35:26.264742,AGENT00093,0,,,1,0,1,1,72,8.989323352,2,Broker
CLM001203,CUST005615,POL0374901,27,Male,West,Auto,4318.42,16024.63,46049.68,Property,489,54.76,No,Rejected,35147.44,2025-10-29 20:35:26.264744,AGENT00499,0,,,1,0,0,1,79,9.219501626,8,Broker
CLM001204,CUST006058,POL0469920,29,Male,West,Life,2097.42,45218.03,2072.72,Medical,561,4.76,No,Approved,1266.84,2026-07-14 20:35:26.264746,AGENT00391,0,,,0,0,0,0,58,10.7794837,6,Broker
CLM001205,CUST006213,POL0065291,75,Female,South,Home,289.34,96536.23,37051.34,Property,552,55.72,No,Approved,34002.95,2024-12-08 20:35:26.264748,AGENT00815,0,,,1,1,0,1,62,10.63957909,3,Broker
CLM001206,CUST009196,POL0501177,37,Female,East,Health,2422.11,10723.49,48241.51,Medical,406,75.34,Yes,Under Review,41762.34,2025-08-19 20:35:26.264750,AGENT00736,0,,,0,0,0,0,98,9.028145641,6,Phone
CLM001207,CUST012128,POL0699306,61,Female,North,Home,1834.91,22012.4,9847.18,Accident,320,61.95,No,Approved,7900.3,2026-08-08 20:35:26.264753,AGENT00448,0,,,0,1,0,1,92,3.414852062,7,Online
CLM001208,CUST003351,POL0793622,57,Male,North,Auto,4477.84,94719.35,14249.75,Theft,532,41.14,No,Approved,12332.96,2026-03-17 20:35:26.264755,AGENT00268,0,,,0,0,0,0,46,3.572017069,3,Online
CLM001209,CUST002470,POL0578122,72,Male,North,Auto,2815.0,84854.35,42973.18,Property,616,8.47,No,Approved,32568.05,2025-10-11 20:35:26.264757,AGENT01189,0,,,1,0,0,0,78,7.6980225,3,Phone
CLM001210,CUST010987,POL0270399,26,Male,North,Life,2506.02,6077.37,23708.06,Accident,309,18.55,No,Approved,15988.98,2025-08-07 20:35:26.264759,AGENT00532,0,,,1,0,1,0,87,8.496687761,4,Phone
CLM001211,CUST010402,POL0414490,47,Female,East,Auto,1349.46,49772.85,39616.93,Property,814,60.55,No,Approved,29545.17,2026-06-20 20:35:26.264761,AGENT00832,0,,,0,0,1,1,74,4.197898732,0,Online
CLM001212,CUST012711,POL0233214,79,Male,East,Auto,4972.35,57560.69,49103.01,Theft,742,9.48,No,Rejected,36315.65,2026-01-29 20:35:26.264764,AGENT00184,0,,,1,0,0,1,87,3.972371917,4,Online
CLM001213,CUST017786,POL0249799,58,Female,North,Life,984.14,56096.04,39503.03,Accident,738,8.05,No,Approved,20716.64,2026-03-25 20:35:26.264766,AGENT00565,1,2026-03-24 20:35:26.264766,1.0,0,0,0,0,84,8.430835235,0,Phone
CLM001214,CUST012208,POL0246593,37,Male,North,Home,3867.56,65522.72,23945.7,Medical,523,3.15,No,Approved,23837.42,2024-10-23 20:35:26.264768,AGENT00036,0,,,0,0,0,0,82,8.430676845,6,Phone
CLM001215,CUST000347,POL0728812,52,Male,South,Auto,1286.77,41384.35,2119.13,Medical,332,13.44,No,Approved,1476.21,2026-06-11 20:35:26.264770,AGENT00586,0,,,1,0,0,1,74,9.924729044,2,Broker
CLM001216,CUST014384,POL0168710,71,Female,North,Health,1193.08,96139.34,43029.28,Property,314,24.0,No,Approved,24027.0,2024-11-26 20:35:26.264773,AGENT01164,0,,,1,0,1,1,71,8.43799779,1,Phone
CLM001217,CUST017003,POL0299637,59,Male,West,Auto,426.64,60904.2,37411.61,Accident,387,76.65,Yes,Under Review,33371.14,2025-05-15 20:35:26.264775,AGENT00472,0,,,0,0,0,1,72,6.939680849,4,Phone
CLM001218,CUST002917,POL0798504,57,Male,West,Life,392.92,38260.59,27442.8,Theft,533,42.11,No,Rejected,18541.73,2026-06-25 20:35:26.264777,AGENT00052,0,,,1,0,0,1,69,8.166970243,3,Phone
CLM001219,CUST004986,POL0289520,41,Male,East,Health,4657.41,22304.3,25648.18,Accident,410,60.64,No,Approved,13792.82,2026-08-18 20:35:26.264779,AGENT00044,0,,,1,2,1,1,74,10.83485176,5,Broker
CLM001220,CUST016436,POL0370854,36,Male,East,Health,4112.66,73386.6,39371.78,Property,575,39.69,No,Approved,28115.94,2025-07-08 20:35:26.264781,AGENT00476,0,,,1,3,0,1,37,11.14383983,4,Broker
CLM001221,CUST000290,POL0161693,58,Male,South,Home,4123.93,44909.52,16482.36,Property,677,34.64,No,Rejected,16294.7,2025-05-07 20:35:26.264783,AGENT00205,0,,,1,0,0,0,88,12.57022884,5,Phone
CLM001222,CUST004373,POL0718945,28,Male,South,Life,3809.0,92852.31,22720.35,Theft,548,57.7,No,Approved,16581.9,2024-12-18 20:35:26.264786,AGENT00034,0,,,1,1,0,1,72,8.414332044,4,Phone
CLM001223,CUST000623,POL0423191,36,Male,South,Auto,1985.53,55218.41,15417.41,Theft,776,22.84,No,Approved,10262.62,2025-12-05 20:35:26.264788,AGENT00932,0,,,1,0,0,1,67,11.06130113,2,Broker
CLM001224,CUST004838,POL0775214,25,Male,South,Auto,2711.14,73146.64,10614.81,Property,801,68.5,No,Approved,7205.3,2024-12-26 20:35:26.264790,AGENT00533,0,,,0,0,0,1,78,10.37423116,3,Phone
CLM001225,CUST007547,POL0622400,76,Female,South,Health,373.43,98942.1,43551.83,Accident,323,55.2,No,Approved,39878.34,2026-06-27 20:35:26.264792,AGENT00367,0,,,0,0,0,0,57,9.288718425,1,Broker
CLM001226,CUST019996,POL0833887,68,Female,West,Home,3082.17,48980.72,6434.64,Accident,665,81.56,Yes,Under Review,4884.0,2026-09-07 20:35:26.264795,AGENT01092,0,,,1,2,0,1,93,11.3827602,3,Broker
CLM001227,CUST013912,POL0327119,59,Female,East,Auto,730.95,87648.71,5239.87,Property,385,71.87,No,Approved,4956.0,2024-12-28 20:35:26.264797,AGENT00151,1,2024-12-21 20:35:26.264797,7.0,0,1,0,1,55,8.804687003,6,Phone
CLM001228,CUST014262,POL0751963,40,Male,West,Home,4841.21,29805.05,1795.39,Theft,478,65.37,No,Approved,1122.75,2025-12-15 20:35:26.264799,AGENT01154,0,,,0,0,1,1,77,8.08954976,3,Broker
CLM001229,CUST013111,POL0830158,47,Female,North,Home,2775.29,91317.14,31145.27,Accident,782,67.04,No,Approved,30383.61,2025-03-06 20:35:26.264801,AGENT00395,0,,,0,0,0,0,74,9.699608776,8,Phone
CLM001230,CUST006055,POL0790046,24,Male,East,Auto,2313.05,71913.95,11731.87,Property,655,14.2,No,Approved,9603.36,2026-08-28 20:35:26.264803,AGENT01084,0,,,1,0,0,0,74,3.968670748,5,Online
CLM001231,CUST013064,POL0226885,71,Female,East,Auto,1557.05,87188.84,23822.85,Property,725,39.66,No,Rejected,23665.88,2025-07-20 20:35:26.264806,AGENT00732,0,,,0,0,0,0,74,8.555438951,7,Broker
CLM001232,CUST016965,POL0045154,64,Male,West,Home,4135.12,10438.64,49819.72,Property,648,82.52,Yes,Under Review,26543.12,2024-10-16 20:35:26.264808,AGENT01019,1,2024-10-15 20:35:26.264808,1.0,1,0,0,0,82,8.343140958,7,Phone
CLM001233,CUST017014,POL0717954,55,Male,South,Home,2609.33,17262.59,4249.69,Theft,355,97.23,Yes,Under Review,2241.98,2024-11-03 20:35:26.264810,AGENT01184,0,,,1,0,0,0,61,3.357349722,3,Online
CLM001234,CUST004180,POL0038477,74,Male,North,Health,1816.12,71928.99,3774.17,Medical,317,95.92,Yes,Under Review,2518.9,2025-08-15 20:35:26.264812,AGENT00365,1,2025-08-11 20:35:26.264812,4.0,0,0,0,1,46,8.474552091,6,Phone
CLM001235,CUST014692,POL0505724,24,Female,South,Auto,4546.25,19935.77,32042.64,Accident,846,69.06,No,Approved,20004.66,2024-11-13 20:35:26.264814,AGENT01159,0,,,0,0,0,0,90,9.074012888,4,Broker
CLM001236,CUST003200,POL0358771,65,Male,North,Life,2147.12,60601.84,30701.25,Medical,817,17.04,No,Approved,26735.2,2025-07-14 20:35:26.264816,AGENT00476,0,,,0,0,0,1,78,3.390566751,11,Online
CLM001237,CUST008563,POL0038596,57,Male,North,Life,3837.97,18386.58,31253.2,Accident,613,63.13,No,Approved,30204.98,2025-09-19 20:35:26.264819,AGENT00474,0,,,0,0,0,0,87,11.13996208,1,Broker
CLM001238,CUST019005,POL0155491,38,Male,West,Auto,552.26,83492.63,41465.75,Accident,824,39.39,No,Approved,39281.38,2025-10-05 20:35:26.264821,AGENT00421,0,,,0,1,1,1,94,10.87186281,8,Phone
CLM001239,CUST019904,POL0138874,58,Female,North,Health,2795.83,6405.15,14997.0,Medical,357,53.86,No,Approved,8222.78,2025-12-02 20:35:26.264823,AGENT00653,0,,,1,0,0,0,75,3.979827421,6,Online
CLM001240,CUST004286,POL0678115,35,Male,West,Auto,2511.82,80939.42,35657.98,Medical,610,62.83,No,Approved,34019.93,2025-02-13 20:35:26.264825,AGENT00199,0,,,1,2,0,1,33,10.92832841,2,Broker
CLM001241,CUST008025,POL0340985,21,Female,East,Home,871.76,78865.04,37366.14,Accident,781,82.78,Yes,Under Review,27739.19,2025-05-25 20:35:26.264827,AGENT00672,1,2025-05-09 20:35:26.264827,16.0,1,0,1,0,94,3.876430603,3,Online
CLM001242,CUST007070,POL0808369,36,Male,South,Life,1675.43,68983.06,15797.61,Theft,446,55.76,No,Approved,11025.5,2026-03-14 20:35:26.264829,AGENT00653,0,,,1,0,0,1,88,11.96420254,3,Broker
CLM001243,CUST011344,POL0675608,47,Female,North,Home,877.38,74414.03,29642.56,Property,526,16.95,No,Approved,15780.54,2025-11-12 20:35:26.264832,AGENT00938,0,,,1,2,0,1,74,11.60432037,2,Broker
CLM001244,CUST018794,POL0857494,63,Female,North,Life,2959.07,75839.83,20147.36,Property,845,18.07,No,Approved,15249.13,2026-04-19 20:35:26.264834,AGENT01025,0,,,0,0,0,1,66,4.820208643,1,Online
CLM001245,CUST002774,POL0268123,73,Male,East,Home,4093.24,44116.69,33145.78,Accident,812,29.31,No,Approved,20855.91,2026-08-16 20:35:26.264836,AGENT00523,0,,,1,3,0,1,75,10.09649126,1,Broker
CLM001246,CUST002247,POL0413973,41,Female,North,Health,334.65,16609.34,18584.26,Accident,768,89.76,Yes,Under Review,9484.07,2025-03-20 20:35:26.264838,AGENT00384,1,2025-03-06 20:35:26.264838,14.0,0,0,0,0,74,11.0379053,3,Broker
CLM001247,CUST001805,POL0462327,71,Female,East,Life,1255.33,78859.55,34400.41,Accident,420,35.2,No,Approved,29499.4,2025-03-10 20:35:26.264842,AGENT00323,0,,,0,0,0,0,77,3.504932297,7,Online
CLM001248,CUST016404,POL0205728,50,Male,North,Home,3145.34,92812.71,23053.78,Theft,589,5.34,No,Approved,12464.33,2025-03-15 20:35:26.264844,AGENT00248,0,,,1,1,0,1,63,3.383835566,5,Online
CLM001249,CUST015323,POL0481114,23,Male,North,Life,2340.5,87138.45,25786.26,Accident,793,39.34,No,Approved,18868.66,2024-12-06 20:35:26.264846,AGENT00074,0,,,1,0,0,1,60,10.05914951,4,Phone
CLM001250,CUST000249,POL0620314,22,Female,West,Home,648.22,60882.95,11183.19,Theft,795,38.45,No,Approved,9517.69,2026-06-03 20:35:26.264849,AGENT00424,0,,,0,0,0,0,84,8.369160664,4,Broker
CLM001251,CUST007277,POL0086907,28,Female,West,Health,3233.17,27890.71,33784.28,Accident,596,31.76,No,Approved,24512.97,2025-10-13 20:35:26.264851,AGENT00338,0,,,1,0,1,1,46,3.941046268,2,Online
CLM001252,CUST015257,POL0380307,29,Female,South,Auto,4290.26,59330.64,31366.07,Property,770,44.39,No,Approved,25434.77,2026-06-13 20:35:26.264853,AGENT01167,0,,,1,1,0,1,72,4.793288129,5,Online
CLM001253,CUST009485,POL0385223,55,Male,East,Auto,2654.02,36012.02,22641.24,Accident,714,89.79,Yes,Under Review,18174.58,2026-08-17 20:35:26.264855,AGENT00676,0,,,1,0,1,1,47,9.720849833,3,Broker
CLM001254,CUST002419,POL0810815,62,Female,North,Life,2280.59,38637.56,14942.55,Medical,496,37.64,No,Approved,11157.32,2025-05-21 20:35:26.264857,AGENT00432,0,,,1,1,0,0,51,9.497945586,0,Phone
CLM001255,CUST007672,POL0531536,65,Male,South,Auto,4098.81,7270.46,42608.25,Theft,787,79.73,Yes,Under Review,26879.57,2026-02-08 20:35:26.264860,AGENT00706,1,2026-01-29 20:35:26.264860,10.0,0,1,0,1,86,8.400620613,3,Broker
CLM001256,CUST002884,POL0326390,20,Male,East,Home,3517.36,90002.05,36686.61,Theft,723,34.2,No,Approved,23295.87,2026-05-07 20:35:26.264862,AGENT00183,0,,,0,1,0,1,49,4.354436892,8,Online
CLM001257,CUST001677,POL0375542,19,Male,North,Auto,2263.21,87559.84,26048.25,Accident,431,4.02,No,Approved,25121.75,2025-02-10 20:35:26.264864,AGENT00525,0,,,0,0,0,0,79,9.842289441,7,Phone
CLM001258,CUST013374,POL0068003,78,Male,North,Auto,2003.69,63026.5,30518.92,Accident,785,78.51,Yes,Under Review,16296.91,2025-05-12 20:35:26.264866,AGENT00759,1,2025-04-28 20:35:26.264866,14.0,0,1,1,1,72,9.172437633,7,Broker
CLM001259,CUST000412,POL0853897,19,Female,West,Life,2458.32,5712.08,40444.16,Medical,604,58.69,No,Approved,34259.54,2026-01-02 20:35:26.264868,AGENT00569,0,,,0,0,0,1,53,3.55668323,6,Online
CLM001260,CUST001475,POL0841252,32,Female,East,Health,361.15,16290.07,40070.99,Theft,466,56.63,No,Approved,35062.54,2026-07-02 20:35:26.264870,AGENT00489,1,2026-06-24 20:35:26.264870,8.0,1,1,0,1,77,9.772294383,6,Phone
CLM001261,CUST008670,POL0235641,72,Male,North,Life,232.07,79590.92,18520.88,Property,841,96.35,Yes,Under Review,16213.96,2025-06-04 20:35:26.264873,AGENT01197,0,,,1,0,0,0,63,8.218712745,3,Phone
CLM001262,CUST016913,POL0087359,69,Female,South,Health,759.05,48267.76,25719.19,Theft,371,99.92,Yes,Under Review,15097.7,2025-12-31 20:35:26.264875,AGENT01075,0,,,0,3,1,1,77,8.529960049,1,Broker
CLM001263,CUST005148,POL0426624,35,Female,West,Home,1075.43,6176.66,14000.06,Accident,637,71.48,No,Approved,7872.22,2025-06-05 20:35:26.264877,AGENT00757,0,,,1,1,0,1,77,3.63776542,2,Online
CLM001264,CUST008524,POL0278484,47,Male,South,Life,3196.74,83392.79,1322.2,Theft,342,50.57,No,Approved,924.97,2026-07-31 20:35:26.264879,AGENT00687,1,2026-07-30 20:35:26.264879,1.0,1,2,1,0,61,9.314679569,4,Broker
CLM001265,CUST008420,POL0808279,48,Female,West,Home,1834.08,28455.59,34086.94,Accident,591,91.29,Yes,Under Review,24698.31,2024-09-26 20:35:26.264881,AGENT00752,0,,,1,0,1,1,95,9.526927812,3,Broker
CLM001266,CUST004822,POL0045452,71,Male,South,Health,733.84,14101.3,36818.12,Property,540,40.88,No,Approved,32015.79,2026-01-06 20:35:26.264883,AGENT00252,0,,,1,1,0,1,63,8.153510141,5,Broker
CLM001267,CUST019349,POL0037603,51,Female,South,Home,4530.1,41358.46,38610.27,Accident,403,32.24,No,Approved,29664.81,2025-07-08 20:35:26.264886,AGENT00480,0,,,1,0,0,1,84,9.607819502,5,Broker
CLM001268,CUST006028,POL0358234,42,Male,West,Life,633.05,43606.65,27172.03,Property,847,48.22,No,Rejected,24260.07,2026-08-11 20:35:26.264888,AGENT00053,0,,,0,1,0,1,85,9.861297169,3,Phone
CLM001269,CUST004327,POL0119775,59,Female,West,Auto,2267.37,42854.62,4052.0,Theft,442,16.81,No,Approved,2056.57,2026-03-30 20:35:26.264890,AGENT00550,0,,,1,2,1,1,91,10.88521961,1,Broker
CLM001270,CUST016239,POL0785789,20,Female,South,Auto,3908.01,68921.83,21547.54,Property,448,96.82,Yes,Under Review,20624.63,2025-02-25 20:35:26.264892,AGENT00654,1,2025-02-14 20:35:26.264892,11.0,0,0,0,1,84,12.20766151,4,Broker
CLM001271,CUST014966,POL0759350,27,Female,North,Auto,203.45,96705.59,39972.34,Property,609,6.99,No,Approved,30283.85,2024-12-01 20:35:26.264894,AGENT00277,1,2024-11-15 20:35:26.264894,16.0,0,5,0,1,59,6.855697015,5,Broker
CLM001272,CUST016802,POL0621226,74,Female,West,Life,2017.8,58869.38,38347.12,Medical,474,34.13,No,Approved,33254.93,2025-12-13 20:35:26.264896,AGENT01164,0,,,1,0,0,1,79,3.744502996,2,Online
CLM001273,CUST001733,POL0315383,60,Male,West,Home,4822.32,62829.15,32501.53,Accident,519,30.34,No,Rejected,22373.53,2025-09-05 20:35:26.264899,AGENT01104,0,,,0,0,0,1,98,8.689524609,8,Broker
CLM001274,CUST009245,POL0685205,45,Male,South,Health,1500.59,81766.28,21678.42,Medical,799,70.53,No,Approved,17463.87,2026-05-11 20:35:26.264901,AGENT00882,0,,,0,0,0,1,82,4.163959551,6,Online
CLM001275,CUST000561,POL0050955,36,Female,North,Home,3396.03,24662.01,19929.41,Theft,649,33.75,No,Approved,12847.99,2025-07-20 20:35:26.264903,AGENT00638,1,2025-07-01 20:35:26.264903,19.0,0,0,1,1,93,9.305830026,3,Broker
CLM001276,CUST015937,POL0301397,60,Male,West,Life,470.68,28703.76,22252.78,Medical,844,50.66,No,Approved,18031.3,2026-07-03 20:35:26.264905,AGENT01062,0,,,1,2,0,1,63,7.572191868,3,Broker
CLM001277,CUST013046,POL0377739,33,Male,North,Health,4838.07,84712.27,21126.38,Property,445,19.9,No,Approved,18461.5,2025-11-25 20:35:26.264907,AGENT00171,0,,,0,0,0,0,67,7.50862368,5,Phone
CLM001278,CUST016747,POL0509026,47,Male,South,Home,3234.96,56559.15,34867.71,Theft,621,92.58,Yes,Under Review,19534.97,2026-08-24 20:35:26.264909,AGENT00982,0,,,1,0,0,1,94,9.953340401,3,Phone
CLM001279,CUST003829,POL0413786,47,Male,West,Health,564.8,40034.41,17826.74,Medical,413,13.26,No,Approved,17155.93,2025-05-31 20:35:26.264912,AGENT00161,0,,,0,0,0,0,75,8.01147962,5,Phone
CLM001280,CUST015030,POL0508224,34,Female,North,Life,3957.42,96240.1,28341.9,Theft,661,4.0,No,Approved,18266.51,2025-12-28 20:35:26.264914,AGENT00987,1,2025-12-23 20:35:26.264914,5.0,1,0,0,1,62,11.51038627,6,Broker
CLM001281,CUST001632,POL0229714,32,Male,South,Auto,3800.69,60709.96,20573.59,Accident,430,2.03,No,Approved,12286.67,2025-07-23 20:35:26.264916,AGENT00350,0,,,0,0,1,0,85,10.5837886,3,Broker
CLM001282,CUST013430,POL0663797,45,Female,North,Health,843.18,45093.51,39898.4,Medical,804,64.44,No,Rejected,25447.78,2025-04-08 20:35:26.264918,AGENT01072,0,,,1,2,1,1,78,9.062309069,7,Broker
CLM001283,CUST010817,POL0858750,53,Male,East,Home,4582.59,28585.71,40466.29,Theft,835,74.57,No,Approved,40324.43,2025-10-15 20:35:26.264920,AGENT01144,1,2025-10-08 20:35:26.264920,7.0,0,0,0,1,64,13.21835532,10,Broker
CLM001284,CUST019007,POL0474042,49,Male,North,Home,808.6,32687.84,34430.52,Medical,780,78.77,Yes,Under Review,27818.2,2026-01-24 20:35:26.264922,AGENT00193,1,2026-01-03 20:35:26.264922,21.0,1,1,0,1,96,8.970308854,2,Phone
CLM001285,CUST017291,POL0674553,36,Female,West,Health,4173.16,31419.72,11088.97,Medical,351,42.49,No,Approved,10908.26,2025-01-04 20:35:26.264925,AGENT00535,1,2025-01-04 20:35:26.264925,0.0,0,0,0,0,73,8.814519988,0,Broker
CLM001286,CUST017972,POL0598588,33,Male,South,Auto,2745.37,61017.69,14503.05,Accident,766,96.99,Yes,Under Review,9972.86,2025-05-17 20:35:26.264927,AGENT01181,0,,,1,2,1,1,64,10.75341501,4,Broker
CLM001287,CUST011249,POL0823859,58,Male,North,Life,4956.51,88871.42,32625.54,Theft,388,94.02,Yes,Under Review,29767.0,2025-10-12 20:35:26.264929,AGENT00560,0,,,1,0,0,1,78,12.09608039,3,Broker
CLM001288,CUST008710,POL0700363,57,Male,East,Home,4854.55,79646.92,4014.58,Theft,539,93.88,Yes,Under Review,3404.29,2026-04-25 20:35:26.264931,AGENT01055,0,,,0,0,1,1,69,3.582969723,6,Online
CLM001289,CUST006089,POL0537613,68,Male,West,Life,1200.16,56108.5,49798.23,Property,690,47.89,No,Approved,41349.67,2025-09-19 20:35:26.264933,AGENT00716,0,,,1,0,0,1,43,8.239861577,6,Broker
CLM001290,CUST008654,POL0214073,56,Female,West,Home,1816.26,47794.61,30248.96,Theft,624,66.8,No,Approved,15225.64,2026-04-28 20:35:26.264935,AGENT00465,0,,,1,0,0,1,70,4.643450776,4,Online
CLM001291,CUST012723,POL0311848,65,Male,South,Life,3331.08,85129.66,10513.73,Theft,766,24.88,No,Approved,5977.95,2025-07-16 20:35:26.264938,AGENT00364,0,,,1,0,0,1,79,11.2574149,5,Broker
CLM001292,CUST005268,POL0363540,45,Female,West,Auto,3934.88,11939.54,17753.3,Accident,649,32.57,No,Approved,16131.4,2026-09-03 20:35:26.264940,AGENT00254,0,,,0,0,1,1,81,12.05398533,2,Broker
CLM001293,CUST018953,POL0749192,18,Female,West,Life,4834.54,75764.49,15329.33,Property,828,52.46,No,Approved,11351.29,2025-07-16 20:35:26.264942,AGENT00938,0,,,1,0,0,0,74,10.71259117,3,Phone
CLM001294,CUST004923,POL0726273,77,Male,North,Health,3591.12,76746.45,12039.33,Medical,471,95.7,Yes,Under Review,9717.23,2024-10-09 20:35:26.264944,AGENT00474,1,2024-10-03 20:35:26.264944,6.0,1,0,0,1,78,7.656605216,6,Broker
CLM001295,CUST015496,POL0849986,48,Female,North,Home,414.02,97857.94,31495.19,Accident,324,7.51,No,Approved,30038.75,2026-07-23 20:35:26.264946,AGENT00601,0,,,1,2,0,1,40,8.741477321,5,Phone
CLM001296,CUST007589,POL0484180,43,Male,West,Health,453.07,26797.52,45732.72,Accident,792,45.24,No,Approved,40750.08,2025-10-27 20:35:26.264949,AGENT00574,0,,,1,0,0,0,91,10.06886103,3,Broker
CLM001297,CUST008815,POL0011222,66,Male,East,Life,519.88,53067.18,48394.63,Medical,478,34.32,No,Approved,40750.88,2025-06-25 20:35:26.264951,AGENT00706,0,,,0,1,0,0,66,3.314553273,6,Online
